Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Detection probability	Area µm^2	Length µm	Circularity	Solidity	Max diameter µm	Min diameter µm	Hematoxylin: Mean	Hematoxylin: Median	Hematoxylin: Min	Hematoxylin: Max	Hematoxylin: Std.Dev.	DAB: Mean	DAB: Median	DAB: Min	DAB: Max	DAB: Std.Dev.
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11150.1	1850.4	0.9323	86.6391	33.6817	0.9597	1	11.9546	9.4939	0.3554	0.3752	0.0813	0.5805	0.0906	-0.0277	-0.0321	-0.092	0.0514	0.0287
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11310.5	2542.5	0.9315	55.9538	26.892	0.9723	1	8.8652	8.1173	0.4304	0.4472	0.1562	0.7127	0.1153	-0.0484	-0.0487	-0.1172	0.0247	0.0345
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11200.5	1766.5	0.9299	133.4379	41.6754	0.9654	0.9994	14.2627	12.034	0.4255	0.4444	0.1447	0.5878	0.091	-0.0525	-0.0548	-0.1052	0.0415	0.0261
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11198.1	2288	0.9292	89.9381	34.1584	0.9686	1	11.6331	9.6499	0.3285	0.3255	0.1121	0.6082	0.0874	-0.0256	-0.0265	-0.0899	0.0419	0.0282
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11209.2	882	0.9291	96.6372	35.4765	0.9649	1	12.142	10.0236	0.3871	0.3923	0.1488	0.586	0.082	-0.0432	-0.0464	-0.0953	0.0245	0.0227
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12262.8	1502.2	0.9282	171.631	47.1957	0.9683	0.9998	15.9288	13.8656	0.4427	0.4395	0.147	0.6428	0.0837	-0.0555	-0.0584	-0.0955	0.0215	0.02
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12105.7	2120.3	0.928	100.821	35.9975	0.9777	1	11.9961	10.7641	0.3468	0.3424	0.1379	0.6142	0.0781	-0.0332	-0.0343	-0.0948	0.0247	0.0259
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11605.3	1705.8	0.9273	143.0322	43.0865	0.9682	0.9976	14.3136	12.6323	0.3943	0.4007	0.1079	0.6407	0.0905	-0.0409	-0.0461	-0.0995	0.0441	0.0255
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11586.5	2013.5	0.9273	91.8786	34.3622	0.9778	1	11.6301	10.4785	0.4724	0.5159	0.0788	0.7769	0.1918	-0.0546	-0.0662	-0.1406	0.0918	0.0464
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12082.5	2089.9	0.926	73.3519	30.6849	0.979	1	10.3528	9.3156	0.3916	0.3977	0.1279	0.6498	0.102	-0.034	-0.0365	-0.0895	0.0549	0.0287
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11665.4	1198	0.9257	147.7301	44.0396	0.9572	0.9987	15.6552	12.0877	0.3791	0.3899	0.1089	0.5664	0.0802	-0.0392	-0.0444	-0.0891	0.0411	0.0279
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11666.3	2477.1	0.9255	134.9211	41.7199	0.9741	1	14.0206	12.3594	0.3728	0.3766	0.0626	0.5948	0.0956	-0.0284	-0.0334	-0.0878	0.08	0.03
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12384.3	2187.8	0.9253	87.5643	33.8675	0.9593	1	12.2409	9.6995	0.3498	0.3739	0.1078	0.5594	0.09	-0.0309	-0.0362	-0.0744	0.0478	0.0282
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11289.8	1912.3	0.925	134.4756	41.8453	0.9651	1	14.3073	11.7993	0.5235	0.5333	0.2421	0.7236	0.0912	-0.0712	-0.0719	-0.1191	0.0104	0.0213
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12214.1	2265.4	0.9248	78.0878	32.3105	0.94	0.997	11.5196	8.3723	0.4136	0.4282	0.1547	0.6009	0.1113	-0.0437	-0.0492	-0.089	0.0402	0.0259
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11639.4	1344.6	0.9245	141.9221	43.0356	0.963	1	15.0899	11.816	0.4985	0.4926	0.1942	0.7842	0.1141	-0.0512	-0.0572	-0.0883	0.0288	0.0225
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	10937.8	2398.6	0.9239	97.7019	35.5541	0.9713	1	11.927	10.6761	0.3866	0.4125	0.0916	0.674	0.1205	-0.031	-0.0349	-0.1174	0.062	0.0373
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11075	1617.8	0.9238	113.6525	38.8719	0.9452	1	13.9632	10.0258	0.4879	0.4969	0.2017	0.661	0.0787	-0.068	-0.0717	-0.1131	0.0037	0.0223
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11753.3	2171.5	0.9237	72.9785	30.7906	0.9673	1	10.8418	8.8597	0.371	0.4003	0.107	0.645	0.1141	-0.0322	-0.038	-0.0856	0.0386	0.0301
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11862.4	2228.2	0.9234	85.4468	33.1714	0.9758	1	11.1273	9.7155	0.3465	0.3715	0.1026	0.5296	0.0962	-0.0306	-0.0353	-0.0863	0.0438	0.0299
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12027.8	1415.6	0.9222	76.6027	31.5013	0.9701	1	10.9177	9.1039	0.4202	0.4267	0.1104	0.6377	0.1103	-0.0393	-0.0436	-0.1144	0.0327	0.0306
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11567.2	1943.5	0.9219	56.4108	27.1114	0.9644	0.9953	9.0528	8.1203	0.3926	0.4221	0.1056	0.6596	0.1599	-0.0403	-0.0446	-0.1124	0.0539	0.0469
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11518	2194.6	0.9218	96.7433	35.2705	0.9773	1	11.8957	10.6741	0.366	0.3835	0.1052	0.5898	0.1091	-0.0295	-0.0318	-0.0915	0.0421	0.0319
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12532.3	1342.9	0.9218	131.1517	41.567	0.9539	0.999	14.4916	11.0988	0.4026	0.4085	0.0831	0.5746	0.0953	-0.044	-0.0464	-0.101	0.0608	0.0258
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11448.6	1061.5	0.9213	67.7882	29.4509	0.9821	1	9.6627	9.0841	0.376	0.3934	0.1653	0.5214	0.0849	-0.0458	-0.0538	-0.0877	0.0246	0.0246
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11285.7	866.13	0.9213	88.0561	33.9143	0.9621	1	12.073	9.3489	0.4203	0.4522	0.1434	0.5639	0.1055	-0.0427	-0.0466	-0.0909	0.0245	0.0291
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12147.6	1335.6	0.9212	152.1142	44.5212	0.9644	0.9988	15.1261	12.4029	0.5186	0.5153	0.1874	0.9347	0.1219	-0.0635	-0.0699	-0.1079	0.0218	0.0264
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12403.7	2045.7	0.9211	143.2653	43.028	0.9724	1	14.2142	12.8818	0.4523	0.4746	0.136	0.6876	0.1047	-0.0543	-0.0624	-0.0972	0.0335	0.028
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11218	2002.2	0.9207	95.5964	35.796	0.9375	0.9982	12.784	9.0012	0.4305	0.4383	0.1407	0.6421	0.0853	-0.0505	-0.0542	-0.1199	0.0263	0.0297
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12069.8	2322.4	0.9206	67.7708	29.5943	0.9724	0.9979	9.9291	8.6169	0.3766	0.3966	0.1078	0.7111	0.1289	-0.0347	-0.0418	-0.1059	0.0776	0.0377
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11620.2	2319.9	0.9205	63.0495	28.8264	0.9535	1	10.2871	7.7306	0.4196	0.4339	0.1758	0.6874	0.119	-0.0479	-0.0538	-0.1124	0.0353	0.0326
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12072.8	2257.7	0.9204	67.2099	29.5364	0.9681	1	9.8556	8.5372	0.3506	0.3655	0.1255	0.479	0.0709	-0.0327	-0.0351	-0.0766	0.0323	0.0258
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11118.1	1967.5	0.9204	110.7551	38.0784	0.9599	1	13.1161	10.6437	0.4808	0.4852	0.2756	0.6925	0.075	-0.0631	-0.065	-0.1118	0.0146	0.0236
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11419.6	586.51	0.9203	125.0229	41.0503	0.9323	1	15.1378	10.2702	0.4004	0.3948	0.3006	0.5022	0.0413	-0.054	-0.0546	-0.0905	-0.0139	0.0146
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11709.8	2265.9	0.9202	151.1993	44.1757	0.9736	1	14.8051	12.8755	0.4455	0.4717	0.095	0.7571	0.1389	-0.0508	-0.0591	-0.1248	0.0599	0.0369
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12338.6	2043.6	0.9201	109.36	37.6728	0.9683	1	12.8598	10.7947	0.3437	0.3495	0.1714	0.4813	0.0541	-0.0372	-0.0401	-0.071	0.0147	0.0173
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11413.1	1065.4	0.9199	105.7966	36.9184	0.9754	1	12.4499	10.6725	0.3852	0.3851	0.1236	0.5669	0.0735	-0.0387	-0.042	-0.0797	0.0152	0.0223
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11953.9	967.69	0.9198	111.8709	38.0639	0.9703	1	12.8491	11.0145	0.5105	0.5171	0.1585	0.7385	0.098	-0.0696	-0.0764	-0.1048	0.0113	0.0252
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11248.7	2035.4	0.9198	110.8606	38.402	0.9447	0.9987	13.6431	9.8994	0.4568	0.4354	0.2237	0.8709	0.1126	-0.0511	-0.0508	-0.1017	0.0035	0.0203
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12339	1388.9	0.9195	125.2593	40.6788	0.9512	0.9963	14.133	11.269	0.4059	0.4055	0.2022	0.6539	0.09	-0.0485	-0.0485	-0.1042	0.0497	0.0244
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11430.5	2468.8	0.9195	170.3256	46.9598	0.9706	1	15.753	13.5167	0.5228	0.5358	0.1114	0.8034	0.1191	-0.0576	-0.0633	-0.1023	0.0227	0.0244
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11124.6	1883.6	0.9193	56.924	27.1662	0.9693	1	9.3102	7.7464	0.4743	0.4975	0.1586	0.7426	0.1354	-0.0637	-0.0639	-0.1301	0.016	0.0351
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11276.6	2097.4	0.9192	93.2878	34.6831	0.9745	1	11.7326	10.0608	0.332	0.3531	0.0996	0.5356	0.0975	-0.0234	-0.0339	-0.0844	0.0541	0.032
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11686.1	690.96	0.9191	71.9895	30.9266	0.9458	1	11.2176	8.3746	0.4771	0.5098	0.1193	0.6786	0.1237	-0.0539	-0.0596	-0.1097	0.0606	0.0315
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11781.7	2046.7	0.9188	89.3082	33.9388	0.9743	1	11.5196	9.7486	0.3256	0.3525	0.1056	0.4634	0.0915	-0.0251	-0.0313	-0.0698	0.0539	0.0259
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12433.3	953.57	0.9187	60.1554	27.8868	0.972	1	9.4345	8.2219	0.4888	0.5339	0.1352	0.7748	0.1673	-0.0636	-0.0735	-0.1225	0.0258	0.0362
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12024.3	2140.3	0.9184	89.1432	33.8157	0.9796	1	11.2216	10.1796	0.3296	0.3359	0.1004	0.5362	0.0929	-0.025	-0.0266	-0.0914	0.06	0.0317
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11129.5	2212.1	0.9183	112.1191	38.2334	0.9638	1	13.1301	10.5992	0.3836	0.3794	0.1516	0.616	0.106	-0.037	-0.0408	-0.08	0.0276	0.0271
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11870.7	2172.1	0.9183	100.5274	35.9809	0.9758	1	11.9217	10.6555	0.3267	0.339	0.1332	0.4797	0.0735	-0.0276	-0.0304	-0.0769	0.0424	0.0248
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11918.4	2222.7	0.9182	74.7201	31.1338	0.9687	1	10.8006	9.0165	0.4011	0.435	0.0991	0.5717	0.1166	-0.0389	-0.0429	-0.0921	0.0413	0.0322
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11508.7	965	0.9181	98.5417	35.7313	0.9699	0.9982	12.2014	10.3107	0.3658	0.3933	0.1322	0.5475	0.0962	-0.0366	-0.0401	-0.0829	0.0292	0.0273
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11840.5	2017.5	0.918	90.4724	34.2024	0.9719	1	11.5418	10.3182	0.4206	0.4343	0.1141	0.7256	0.1119	-0.0431	-0.0467	-0.0919	0.0276	0.0249
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12005.5	2220.3	0.918	74.0925	31.0079	0.9684	1	10.7136	8.994	0.3645	0.3798	0.1206	0.5753	0.1114	-0.0284	-0.039	-0.077	0.0406	0.0298
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11755.2	1106.1	0.9178	115.3327	38.9972	0.953	0.9963	13.5734	10.7593	0.5878	0.5977	0.173	0.8138	0.108	-0.0808	-0.0873	-0.1246	0.0067	0.0232
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11716.9	1203	0.9176	96.0734	35.4104	0.9628	1	12.4323	9.716	0.4135	0.4254	0.1304	0.7088	0.1007	-0.0474	-0.0551	-0.1098	0.0315	0.0297
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11911	2177.3	0.9171	97.0228	35.4023	0.9728	1	11.9161	10.3687	0.3282	0.3387	0.108	0.533	0.0735	-0.03	-0.0321	-0.0825	0.0321	0.0243
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12235.8	2133.1	0.9167	115.8123	38.6467	0.9744	1	12.8647	11.4659	0.355	0.3599	0.1163	0.6248	0.0718	-0.033	-0.0356	-0.0852	0.0439	0.0235
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11505.1	1474.5	0.9167	154.8679	44.8358	0.9681	1	15.0248	13.0218	0.3656	0.363	0.1145	0.5993	0.0688	-0.0386	-0.0414	-0.0889	0.0313	0.0191
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12269.1	2394.7	0.9166	78.8318	32.2067	0.955	0.9955	11.1997	8.9815	0.4154	0.4464	0.1087	0.6617	0.1375	-0.034	-0.0341	-0.1007	0.0515	0.0328
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11859.4	2434.3	0.9156	150.1637	43.991	0.9751	1	14.523	12.9455	0.3864	0.3788	0.0974	0.644	0.0969	-0.0332	-0.0386	-0.0968	0.0537	0.0242
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12012.1	1158.3	0.9154	46.3258	24.6171	0.9606	1	8.2479	7.4901	0.4088	0.4306	0.1322	0.8264	0.1405	-0.0458	-0.0532	-0.1106	0.0229	0.0392
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11422.5	909.21	0.9153	82.8335	32.7706	0.9693	1	11.0899	9.2481	0.3709	0.3793	0.1547	0.5737	0.0685	-0.042	-0.0478	-0.0869	0.0201	0.0258
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12171.9	1971.9	0.9152	121.8929	39.6432	0.9747	1	13.1682	11.7488	0.434	0.4608	0.088	0.6756	0.1187	-0.0511	-0.058	-0.1093	0.0694	0.0316
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11247.3	966.7	0.9149	81.6263	32.5053	0.9708	1	11.0712	9.3622	0.4219	0.4431	0.1111	0.63	0.1164	-0.0463	-0.0483	-0.1128	0.0526	0.0345
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11900.3	649.01	0.9148	100.7284	35.9588	0.9789	1	11.9281	10.8226	0.3303	0.3455	0.1428	0.4894	0.0843	-0.0265	-0.0336	-0.0678	0.0365	0.0267
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11930.8	964.8	0.9148	121.9184	40.0098	0.9571	1	14.0704	10.9838	0.498	0.4989	0.1609	0.7133	0.0926	-0.0666	-0.0738	-0.1161	0.0292	0.0261
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11345	1763.1	0.9147	118.1864	39.1413	0.9694	1	13.4539	11.2354	0.3806	0.3875	0.1246	0.5376	0.0788	-0.0414	-0.0464	-0.0824	0.0332	0.0223
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12214.6	1970.1	0.9146	126.7334	40.6576	0.9634	0.9992	14.0349	11.4648	0.421	0.4112	0.2071	0.6708	0.1062	-0.0494	-0.0498	-0.1022	0.0255	0.0265
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11731.3	814.81	0.9145	87.1744	34.0084	0.9472	1	12.1368	8.8489	0.511	0.5295	0.1436	0.7684	0.1371	-0.0651	-0.0683	-0.1195	0.0171	0.0263
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11315.9	1934.8	0.9145	88.1683	33.8184	0.9688	1	11.7039	9.6815	0.3221	0.3412	0.0892	0.4892	0.0881	-0.0296	-0.0369	-0.08	0.0668	0.0313
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11936.7	646.05	0.9143	112.2913	38.322	0.9609	0.998	13.3335	10.533	0.3707	0.369	0.1305	0.6726	0.1099	-0.0319	-0.0311	-0.0887	0.0353	0.0273
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11282.9	908	0.9143	70.5442	30.4036	0.959	0.9976	10.5902	8.3254	0.4989	0.5141	0.1899	0.7341	0.105	-0.0667	-0.0735	-0.1226	0.0225	0.0315
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11035	1937	0.9143	144.4478	43.429	0.9624	1	14.9474	12.2087	0.3469	0.3612	0.0941	0.5107	0.0805	-0.0328	-0.0375	-0.0785	0.055	0.0271
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11385	970.69	0.9142	125.5789	40.3633	0.9686	1	13.5726	11.8507	0.4179	0.4351	0.1199	0.6369	0.1003	-0.0489	-0.0538	-0.1002	0.0424	0.0272
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11986.7	2582.1	0.914	76.7787	31.8238	0.9527	0.9971	11.0147	9.0225	0.3521	0.3737	0.0928	0.5755	0.1213	-0.0285	-0.032	-0.0925	0.0526	0.0357
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12134.8	2188.1	0.914	84.8786	33.38	0.9573	1	11.8824	9.0439	0.3157	0.3292	0.1196	0.4848	0.0742	-0.0243	-0.0274	-0.0692	0.0436	0.0255
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11482.9	941.88	0.914	105.3801	36.9563	0.9696	1	12.6475	10.9482	0.3678	0.3708	0.1669	0.5426	0.0566	-0.043	-0.0456	-0.0859	0.0275	0.0218
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12069	2396.1	0.9139	58.0692	27.557	0.9609	1	9.3813	7.7736	0.3907	0.3976	0.1007	0.5928	0.0845	-0.0328	-0.0335	-0.0986	0.0463	0.032
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12415.9	1345.9	0.9137	58.294	27.4873	0.9696	1	9.2542	8.1237	0.4488	0.4623	0.2036	0.7387	0.1239	-0.0557	-0.061	-0.1064	0.0195	0.0287
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12090	1281.5	0.9136	109.0268	37.5163	0.9734	1	12.6055	11.3008	0.3931	0.3877	0.166	0.6123	0.0817	-0.0368	-0.0432	-0.0826	0.0306	0.0251
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11729.1	2042.5	0.9136	101.0199	36.1574	0.971	1	12.474	10.628	0.4307	0.4486	0.0992	0.6151	0.1069	-0.0434	-0.0497	-0.1053	0.0648	0.0331
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11458.6	2128.2	0.9135	130.6003	41.189	0.9674	1	14.1925	11.5101	0.3337	0.346	0.066	0.502	0.087	-0.0231	-0.0288	-0.094	0.0889	0.0309
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12156.2	2671.8	0.9134	46.7968	25.4031	0.9113	0.9784	8.8817	7.2647	0.4917	0.4659	0.0983	1.0308	0.2626	-0.0522	-0.0415	-0.1617	0.0385	0.0548
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11629.9	2317.9	0.9133	64.6629	28.9843	0.9673	1	9.8777	8.5824	0.4072	0.4212	0.1418	0.5969	0.0896	-0.0393	-0.0419	-0.0843	0.0334	0.0256
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11469.3	2357.3	0.913	71.2551	30.5183	0.9614	1	10.3849	8.6309	0.345	0.3508	0.0928	0.6494	0.0917	-0.0264	-0.0301	-0.0731	0.0441	0.0282
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12396.1	662.78	0.913	58.1475	27.4426	0.9703	1	9.292	7.8968	0.2979	0.3082	0.1476	0.4327	0.076	-0.018	-0.0162	-0.0623	0.0244	0.0215
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12575.3	1331.1	0.9128	90.7598	34.1546	0.9777	1	11.4439	10.2334	0.3218	0.3311	0.1403	0.4851	0.0625	-0.0301	-0.0352	-0.0697	0.0338	0.0245
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11616.3	2253.4	0.9128	125.1258	40.5287	0.9573	1	14.3285	10.8931	0.4948	0.5173	0.115	0.7079	0.12	-0.0594	-0.0696	-0.1069	0.0225	0.0308
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11375.5	882.97	0.9127	139.0166	42.4806	0.968	1	14.3918	12.1513	0.5307	0.5375	0.1871	0.7441	0.1067	-0.0731	-0.0806	-0.1166	0.0049	0.0263
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12206.6	916.71	0.9126	79.2133	32.0326	0.9701	1	11.2436	9.1106	0.5928	0.6081	0.3006	0.7553	0.0857	-0.0758	-0.0796	-0.1123	-0.0042	0.0204
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11920.7	2498.8	0.9126	144.1045	43.1144	0.9742	1	14.4378	12.9105	0.4254	0.4405	0.0582	0.6858	0.0953	-0.0474	-0.0544	-0.1018	0.0711	0.0302
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11644	1075.1	0.9125	154.4223	44.6614	0.9729	1	14.9774	12.8758	0.4483	0.4307	0.1475	1.0268	0.1298	-0.0579	-0.0638	-0.1454	0.0336	0.03
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11066.2	1969.2	0.9125	76.3415	31.5867	0.9615	0.9983	10.9792	9.1643	0.3413	0.3531	0.1277	0.5092	0.072	-0.0288	-0.0313	-0.084	0.0338	0.0231
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11227.1	2446.3	0.9124	140.2572	42.5332	0.9743	0.9986	14.2352	12.4598	0.3296	0.3488	0.0981	0.4702	0.0768	-0.0273	-0.0313	-0.0823	0.0586	0.0259
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11390.9	2402.5	0.9124	54.3906	26.6989	0.9588	1	9.3799	7.5332	0.4658	0.4998	0.1316	0.6812	0.1226	-0.0466	-0.0512	-0.0898	0.0317	0.0292
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11914.5	2332	0.9124	84.3542	33.0627	0.9697	1	11.2061	9.4059	0.3707	0.3718	0.1541	0.6629	0.0993	-0.0293	-0.0319	-0.078	0.0336	0.0278
