Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Detection probability	Area µm^2	Length µm	Circularity	Solidity	Max diameter µm	Min diameter µm	Hematoxylin: Mean	Hematoxylin: Median	Hematoxylin: Min	Hematoxylin: Max	Hematoxylin: Std.Dev.	DAB: Mean	DAB: Median	DAB: Min	DAB: Max	DAB: Std.Dev.
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11827	1559.5	0.8264	60.7779	28.0746	0.969	1	9.5367	8.4142	0.4147	0.423	0.1475	0.6591	0.0989	-0.0511	-0.0566	-0.1069	0.035	0.0246
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12413.1	1064.8	0.8264	99.5963	35.936	0.9692	1	12.2806	10.3174	0.4843	0.4846	0.3001	0.67	0.0547	-0.0669	-0.0672	-0.101	-0.0336	0.0115
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11360.1	1079.8	0.8263	33.9651	21.2336	0.9467	0.9921	7.2051	6.3085	0.4115	0.4423	0.1535	0.541	0.09	-0.0409	-0.0476	-0.079	0.0276	0.0273
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11943.1	1805.5	0.8263	29.0371	20.6607	0.8548	0.9451	7.0296	5.6098	0.354	0.3557	0.2378	0.4507	0.05	-0.0402	-0.0412	-0.0928	0.017	0.0262
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11068.5	1598	0.8263	38.1109	23.1705	0.8921	0.9729	8.0589	6.3002	0.3447	0.3566	0.1409	0.5436	0.0908	-0.0289	-0.0278	-0.0829	0.0537	0.0291
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11323.4	1884	0.8262	99.1096	35.8763	0.9676	0.9988	12.2167	10.2159	0.3551	0.3415	0.249	0.5301	0.0549	-0.0384	-0.0373	-0.0828	0.0072	0.0158
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11922	2231.7	0.8262	44.1072	23.9715	0.9646	0.9955	7.9831	7.1577	0.4192	0.4239	0.2301	0.5958	0.0796	-0.0507	-0.0509	-0.0913	-0.0002	0.0211
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11433.4	879.81	0.8262	29.3594	20.015	0.921	0.9784	6.8515	5.7656	0.4213	0.4206	0.1513	0.8156	0.1425	-0.0432	-0.0453	-0.1096	0.028	0.0366
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11790.6	2149.3	0.8262	78.1023	31.8241	0.9691	1	10.8343	9.5448	0.4857	0.5036	0.2367	0.6551	0.078	-0.0663	-0.0704	-0.1009	-0.0079	0.0187
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12240.1	1648.2	0.8262	118.9591	39.2949	0.9681	0.9989	13.3767	10.9424	0.561	0.5527	0.3613	0.8061	0.0753	-0.0722	-0.0737	-0.1106	-0.0072	0.015
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11006.9	1822.1	0.8261	90.1464	34.0481	0.9772	1	11.4146	10.048	0.3332	0.3347	0.2238	0.4702	0.0488	-0.0322	-0.0337	-0.0797	0.0228	0.018
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11747.8	2625.6	0.8261	38.3428	23.0794	0.9046	0.9851	8.0461	6.2484	0.3206	0.3424	0.1108	0.6003	0.1247	-0.0234	-0.0299	-0.0834	0.0496	0.0375
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12310.3	2290	0.8261	64.3145	28.9231	0.9661	1	10.1633	8.4733	0.5208	0.5166	0.3002	0.7161	0.075	-0.0681	-0.0692	-0.1106	-0.0218	0.0182
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12620.8	1466.8	0.8261	46.0044	25.3256	0.9013	0.9918	9.3076	6.2147	0.526	0.5369	0.2406	0.7759	0.1498	-0.0672	-0.0679	-0.1354	-0.0105	0.029
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11350.6	695	0.8261	29.926	21.1417	0.8414	0.9452	7.4691	5.6563	0.4934	0.5212	0.1109	0.8646	0.2435	-0.0426	-0.0315	-0.1358	0.0458	0.0539
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11098.6	1713.8	0.8261	125.1072	40.3011	0.968	1	13.6115	11.8192	0.3604	0.3691	0.2292	0.539	0.0588	-0.0389	-0.0391	-0.0805	0.0125	0.0137
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12325.3	1925.2	0.8261	38.2072	22.7856	0.9248	0.9888	7.8213	6.3658	0.4332	0.4888	0.1302	0.7582	0.1767	-0.0477	-0.051	-0.1272	0.0393	0.0425
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11180.5	793.9	0.8259	75.2296	31.6165	0.9457	1	11.1988	8.411	0.4338	0.4322	0.2534	0.7082	0.0832	-0.0482	-0.0467	-0.0909	0.0256	0.0205
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12773	879.59	0.8259	37.8085	22.6239	0.9283	0.9874	7.8438	6.7061	0.3507	0.3612	0.1305	0.5293	0.0763	-0.0348	-0.0386	-0.0728	0.0218	0.0235
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11920.6	2658.4	0.8259	50.0442	25.9642	0.9329	0.9923	9.1958	6.7934	0.4736	0.4651	0.1257	0.7504	0.1476	-0.0639	-0.0626	-0.1336	0.0452	0.0369
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11162.3	2422.7	0.8258	41.4816	23.9765	0.9068	0.9765	8.1826	6.6431	0.3576	0.3611	0.1594	0.5925	0.0973	-0.0349	-0.0385	-0.0774	0.032	0.0274
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11832.6	2542.8	0.8258	100.6701	36.0483	0.9735	1	11.9817	10.936	0.4019	0.3923	0.2535	0.6381	0.0724	-0.0457	-0.0462	-0.0968	0.0077	0.0156
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11663.8	728.31	0.8257	69.2477	30.567	0.9313	1	11.1319	7.6541	0.4175	0.385	0.1966	0.7102	0.1058	-0.0533	-0.0546	-0.1087	0.0242	0.0226
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11321	1522.9	0.8257	70.513	30.5474	0.9496	1	10.8762	8.0222	0.5063	0.5163	0.2646	0.6879	0.0939	-0.0649	-0.0668	-0.1157	-0.0065	0.0213
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12003.2	1867.2	0.8257	38.7038	22.8994	0.9275	0.9885	7.8114	6.528	0.3379	0.3555	0.1209	0.542	0.1052	-0.0318	-0.0361	-0.0839	0.042	0.0341
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11985.5	686.53	0.8256	34.3108	21.4622	0.936	0.991	7.516	6.1124	0.3504	0.3498	0.1657	0.6588	0.0914	-0.0341	-0.0352	-0.0964	0.0171	0.024
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11652.4	2214.2	0.8256	89.2592	33.9155	0.9751	1	11.4196	10.103	0.3324	0.3346	0.2087	0.4363	0.0518	-0.0338	-0.0361	-0.0587	0.0213	0.0134
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11538.2	2457.2	0.8256	85.5452	33.2068	0.9749	1	11.2727	9.8271	0.4331	0.4255	0.1565	0.6696	0.0859	-0.0508	-0.0527	-0.0977	0.0232	0.0225
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12229.2	2516.1	0.8256	81.7077	32.498	0.9722	1	11.1329	9.3458	0.3685	0.3687	0.1524	0.5386	0.0732	-0.0368	-0.0389	-0.0781	0.0321	0.0211
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12036.7	2397.2	0.8256	58.1121	27.4882	0.9665	1	9.5315	7.8795	0.3186	0.3176	0.1563	0.5392	0.0588	-0.0252	-0.0292	-0.0806	0.0479	0.0246
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12393.8	1671.3	0.8256	217.1167	52.7326	0.9812	1	17.3544	16.1872	0.4178	0.3983	0.2651	0.8297	0.1065	-0.056	-0.053	-0.1379	-0.0143	0.0217
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12201.6	2521.5	0.8256	117.0692	38.836	0.9754	1	12.8083	11.5097	0.5659	0.5851	0.2283	0.8077	0.1031	-0.0695	-0.0733	-0.1024	-0.0074	0.0169
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11211.9	2124.6	0.8256	25.384	18.8629	0.8965	0.9668	6.3177	5.6059	0.4394	0.461	0.1291	0.7309	0.1796	-0.0483	-0.0498	-0.1083	0.0469	0.0401
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11704.1	1621.2	0.8255	35.9364	21.7605	0.9537	0.9967	7.3641	6.289	0.4636	0.4453	0.2779	0.671	0.1	-0.0573	-0.0547	-0.1147	-0.0115	0.0255
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12135	2674.5	0.8255	28.7413	19.9696	0.9057	0.9768	6.7069	6.0339	0.7976	0.8372	0.112	1.8631	0.374	-0.0989	-0.1172	-0.2604	0.0224	0.0732
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12010.4	2322.7	0.8255	30.7032	20.632	0.9064	0.9784	7.1005	5.862	0.4801	0.4783	0.1457	0.7714	0.1663	-0.0522	-0.0487	-0.1307	0.0171	0.044
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12113.4	870.39	0.8255	63.657	29.5862	0.9139	1	11.1257	7.1421	0.4123	0.4139	0.2491	0.5732	0.0666	-0.0434	-0.0438	-0.0948	0.0065	0.0167
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11332.6	1827.1	0.8255	32.7429	21.1592	0.919	0.9817	7.1114	6.3609	0.4257	0.4269	0.1842	0.6432	0.1172	-0.0481	-0.0515	-0.0842	0.0154	0.0264
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11089.8	1488.3	0.8255	153.2778	44.493	0.973	1	15.0714	12.9511	0.4881	0.4649	0.277	0.8688	0.1103	-0.0664	-0.064	-0.1207	-0.0241	0.02
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11705.8	2107.4	0.8254	71.7883	30.6693	0.9591	1	10.5337	8.405	0.3335	0.3387	0.2082	0.4828	0.0609	-0.0326	-0.0318	-0.0647	0.006	0.015
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11742.6	727.07	0.8254	36.2629	22.0375	0.9383	0.9963	7.6948	5.8613	0.5806	0.6019	0.2846	0.7733	0.1354	-0.079	-0.0798	-0.1278	-0.0272	0.0256
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12306.9	774.17	0.8253	47.8065	24.9619	0.9641	1	8.7489	7.2159	0.4588	0.4691	0.2052	0.6411	0.0972	-0.0543	-0.0582	-0.101	0.0008	0.0225
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12310.2	2276.5	0.8253	64.7709	28.9148	0.9735	1	9.7507	8.432	0.404	0.3741	0.1137	0.7614	0.1517	-0.0346	-0.0433	-0.0895	0.0434	0.032
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11165.4	1820.2	0.8253	88.9972	33.8088	0.9784	1	11.364	10.2385	0.4641	0.4721	0.1898	0.6431	0.0817	-0.0607	-0.0659	-0.0973	0.0029	0.0193
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11100.9	2281.3	0.8253	77.9275	31.9068	0.9619	1	10.9885	9.0997	0.3851	0.3843	0.1615	0.6206	0.0866	-0.0356	-0.0389	-0.0861	0.0305	0.0261
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11148.5	2136.1	0.8252	82.7015	33.6473	0.918	0.9983	12.3838	8.0907	0.4391	0.4117	0.2057	0.7963	0.1376	-0.0485	-0.0536	-0.1151	0.0261	0.0288
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12244	1144.6	0.8251	31.4014	20.6371	0.9265	0.9867	6.9988	6.0995	0.3556	0.3803	0.1322	0.5042	0.1058	-0.0351	-0.0388	-0.0852	0.0228	0.028
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12132.6	2365	0.8251	53.9824	26.3837	0.9745	1	9.1373	7.7267	0.3561	0.3572	0.1955	0.5117	0.073	-0.0322	-0.031	-0.0779	0.0116	0.0212
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11293.1	995.46	0.8251	67.5381	29.5857	0.9696	1	10.1846	8.9379	0.4168	0.4066	0.2772	0.7195	0.0752	-0.0487	-0.0536	-0.0978	0.0101	0.019
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11421	1664.1	0.8251	81.4751	32.4656	0.9714	1	11.0434	9.3735	0.4679	0.4597	0.3087	1.0975	0.1035	-0.059	-0.0605	-0.1393	-0.0063	0.0207
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11261.3	1946.1	0.8251	90.0471	34.0785	0.9744	1	11.6563	10.1561	0.4382	0.4185	0.2333	0.7777	0.1197	-0.059	-0.0591	-0.1363	0.0171	0.0263
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12171.4	2154.7	0.825	90.1253	34.0181	0.9787	1	11.2023	10.1719	0.3905	0.3812	0.2753	0.551	0.0547	-0.0454	-0.0452	-0.075	-0.0127	0.0128
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11334.1	2131.1	0.825	89.6929	33.9879	0.9757	1	11.5158	10.3123	0.3156	0.3157	0.2267	0.4264	0.0356	-0.0311	-0.0315	-0.0597	0.0074	0.0127
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12213.2	889.27	0.8249	77.7637	31.7018	0.9723	1	10.6043	9.2174	0.4533	0.4638	0.3135	0.6291	0.0718	-0.0526	-0.054	-0.0956	0.0083	0.0208
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11327.8	666.43	0.8249	87.6586	33.7247	0.9685	0.9989	11.4828	9.8856	0.5238	0.5263	0.2508	0.7775	0.098	-0.061	-0.0637	-0.1082	0.0043	0.0203
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11958.1	2452.3	0.8249	99.2835	36.1462	0.9549	0.9964	12.4832	9.93	0.3335	0.3374	0.1349	0.4792	0.0695	-0.0242	-0.0297	-0.0732	0.034	0.0219
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11586.1	2624	0.8248	39.612	23.4543	0.9049	0.9679	7.6855	6.9443	0.4729	0.4099	0.0812	1.1697	0.3202	-0.0406	-0.0227	-0.2145	0.0779	0.0728
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11300.7	1677	0.8248	142.0074	42.7208	0.9778	1	14.3082	12.564	0.369	0.3637	0.1398	0.6183	0.064	-0.0401	-0.0428	-0.0867	0.0096	0.0173
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12561.6	1052.2	0.8248	39.2454	22.9715	0.9346	0.9927	8.2239	6.6531	0.5835	0.5794	0.2466	0.8852	0.1857	-0.0812	-0.0813	-0.1337	-0.0165	0.0317
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12075.8	1345.2	0.8248	114.6006	38.7745	0.9579	1	13.5047	10.8182	0.4838	0.4751	0.3515	0.6803	0.0647	-0.0646	-0.064	-0.0985	-0.0325	0.0115
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11315.9	2124.3	0.8248	57.9328	27.472	0.9646	1	9.7095	8.0266	0.3689	0.3589	0.2686	0.5585	0.0628	-0.0464	-0.0481	-0.0768	-0.0098	0.0139
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11133.3	1332	0.8247	73.9306	31.1798	0.9556	1	10.9152	8.3143	0.5434	0.5367	0.3752	0.7384	0.0627	-0.0775	-0.0771	-0.1095	-0.0347	0.0149
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12257.2	1373.7	0.8247	119.8663	39.2383	0.9783	1	12.9436	11.7125	0.3556	0.3624	0.2559	0.4423	0.0377	-0.0376	-0.0369	-0.0701	-0.0028	0.0119
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11362.8	2118.3	0.8246	78.1172	31.7283	0.9751	1	10.8443	9.4562	0.2837	0.2955	0.1606	0.365	0.0411	-0.0236	-0.0245	-0.0548	0.026	0.0174
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12062.5	1619.7	0.8246	159.6534	45.4998	0.9691	1	15.4358	12.9462	0.4374	0.3991	0.2338	1.0156	0.1538	-0.054	-0.0508	-0.1469	0.0012	0.0253
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	10980.9	2093.2	0.8246	105.8952	37.2292	0.9601	1	12.9919	10.0017	0.3348	0.3296	0.0942	0.6367	0.1045	-0.0238	-0.0267	-0.0954	0.0578	0.033
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12369.2	1020.5	0.8246	30.6338	20.7856	0.891	0.9701	7.2437	6.1113	0.5021	0.5212	0.1768	0.7812	0.155	-0.0524	-0.0501	-0.1029	0.0027	0.0339
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11656	2095.8	0.8245	79.6917	32.5763	0.9437	0.9967	11.5281	8.7351	0.3635	0.3713	0.1588	0.5516	0.0694	-0.0347	-0.0402	-0.0732	0.0367	0.0206
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12284.3	631.56	0.8245	55.6313	26.9084	0.9655	1	9.2884	7.7561	0.3991	0.3416	0.1436	0.8769	0.1697	-0.0378	-0.0327	-0.1208	0.035	0.0362
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11736.5	1792.5	0.8245	62.3376	28.278	0.9796	1	9.3371	8.6684	0.3194	0.3204	0.1411	0.4794	0.0639	-0.0269	-0.029	-0.0794	0.029	0.023
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11377.8	2460.9	0.8245	73.2534	30.7761	0.9719	1	10.333	9.1614	0.5332	0.4881	0.1694	1.3374	0.2199	-0.0636	-0.0674	-0.2255	0.0694	0.0519
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11500.5	2117.4	0.8245	55.7523	26.8214	0.9739	1	9.0115	8.0771	0.387	0.3855	0.2804	0.5152	0.0414	-0.0505	-0.0512	-0.0888	-0.0021	0.0176
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12291.6	1806.3	0.8245	38.7402	22.7562	0.9401	0.9915	8.0081	6.2196	0.5614	0.5851	0.2981	0.9247	0.1561	-0.0731	-0.0759	-0.1223	-0.0099	0.0307
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12204.3	1019.2	0.8244	62.4728	28.4452	0.9702	1	9.6641	8.0618	0.3763	0.3728	0.2489	0.4878	0.0515	-0.0451	-0.0442	-0.0783	-0.0036	0.0152
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11472.5	656.33	0.8244	32.7285	21.0428	0.9288	0.9874	7.2914	6.0386	0.5207	0.5226	0.2399	0.8842	0.1462	-0.0624	-0.0656	-0.1139	0.0537	0.032
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11711.9	2066.9	0.8243	62.5289	28.5508	0.9639	1	9.839	8.0835	0.4144	0.4313	0.1719	0.5717	0.0879	-0.0456	-0.0456	-0.0916	0.0044	0.0229
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11654.5	1809.9	0.8243	102.1212	36.4675	0.965	1	12.4185	10.6441	0.4118	0.4027	0.2831	0.5729	0.0583	-0.0403	-0.0411	-0.0669	0.0187	0.0169
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11458.4	710.43	0.8243	29.228	19.585	0.9575	1	6.8823	5.7058	0.6813	0.7067	0.3956	1.2265	0.1773	-0.098	-0.0957	-0.1607	-0.0255	0.0344
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11051.7	2294.1	0.8242	85.2887	33.1775	0.9737	1	11.4487	9.9131	0.32	0.313	0.113	0.556	0.0661	-0.0255	-0.026	-0.0731	0.0446	0.0251
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11857.2	2509.2	0.8242	104.2438	36.7381	0.9706	1	12.4184	10.5738	0.3722	0.3745	0.2337	0.5081	0.0468	-0.0448	-0.0463	-0.0785	-0.002	0.0135
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12424.9	1266.4	0.8242	79.335	32.0472	0.9707	1	10.793	9.3804	0.3884	0.3845	0.2436	0.5378	0.0595	-0.0478	-0.049	-0.0847	-0.0029	0.0143
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11451.3	687.65	0.8242	67.8245	30.5383	0.9139	0.998	11.4335	7.3398	0.4244	0.4148	0.254	0.5958	0.0711	-0.0515	-0.0567	-0.0916	0.0131	0.0205
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12213.6	1256.7	0.8242	83.4023	33.0447	0.9598	0.9991	11.3539	9.1905	0.357	0.3433	0.1294	0.6803	0.0907	-0.0362	-0.0383	-0.0886	0.0428	0.027
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11265.9	1244.1	0.8242	127.8972	41.087	0.9521	0.9975	14.3665	11.1806	0.4727	0.4751	0.2396	0.7582	0.0995	-0.0571	-0.0619	-0.099	0.0217	0.0243
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11455	1836.1	0.8241	76.3488	31.903	0.9426	0.9995	11.5542	8.4213	0.3451	0.3535	0.1597	0.4729	0.0574	-0.0272	-0.0304	-0.068	0.029	0.0218
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12287.4	977.18	0.8241	35.9908	21.5473	0.9741	1	7.2109	6.5471	0.397	0.4052	0.264	0.4845	0.0474	-0.0402	-0.0405	-0.0684	-0.0013	0.0134
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11845	745.95	0.8241	68.3104	30.9156	0.8981	0.9929	11.7374	7.4121	0.4496	0.4311	0.1537	0.8173	0.1141	-0.0552	-0.0583	-0.1206	0.0324	0.0257
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11008.2	2714.5	0.824	40.9754	23.3847	0.9416	0.9888	8.0183	6.7049	0.3476	0.3582	0.1732	0.4684	0.0752	-0.0371	-0.0373	-0.08	0.023	0.0239
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12520.3	1091.3	0.824	79.39	32.6771	0.9343	0.9982	11.8052	8.452	0.4409	0.4291	0.2971	0.6277	0.0732	-0.0545	-0.0535	-0.0983	-0.0131	0.0171
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11148.1	1987.8	0.8239	34.842	21.8922	0.9136	0.9876	7.5404	5.8627	0.6106	0.6096	0.1866	0.983	0.1954	-0.0794	-0.0721	-0.1757	-0.0056	0.046
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12406.3	807.58	0.8238	75.0753	31.3283	0.9612	1	10.9659	8.9289	0.3699	0.3695	0.1733	0.5867	0.0629	-0.0416	-0.0412	-0.089	0.0369	0.0206
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12004.1	1658.7	0.8238	111.7377	38.0722	0.9687	1	13.0488	11.3816	0.4069	0.4038	0.3021	0.5555	0.053	-0.0421	-0.0427	-0.0836	0.0274	0.0162
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11988	1122.8	0.8238	99.5287	35.8158	0.975	1	12.0423	10.6751	0.5018	0.5134	0.2477	0.6339	0.0661	-0.0612	-0.0648	-0.1011	0.0427	0.0216
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11952.3	1919.7	0.8238	74.5165	31.1542	0.9648	1	10.608	8.7789	0.3477	0.3482	0.1351	0.5052	0.0629	-0.0343	-0.0378	-0.074	0.0394	0.0228
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12222	1753.6	0.8238	26.1523	19.4478	0.8689	0.9456	6.4842	5.632	0.4276	0.4514	0.1513	0.6898	0.1479	-0.0506	-0.0468	-0.1136	0.0213	0.0371
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12152	899.43	0.8238	90.1883	34.1684	0.9708	1	11.655	9.6947	0.3613	0.3603	0.245	0.5563	0.0516	-0.0382	-0.0405	-0.0818	0.0282	0.0164
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11799.8	1367.6	0.8238	109.1906	38.4136	0.9299	1	14.3782	9.6779	0.3952	0.3916	0.2056	0.5425	0.0644	-0.0457	-0.0476	-0.0821	-0.0008	0.0158
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12406	1159.9	0.8237	60.921	28.1301	0.9675	1	9.6843	8.1372	0.4637	0.4044	0.2467	0.8669	0.1485	-0.0646	-0.0591	-0.1477	-0.0193	0.0281
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12660.3	1306	0.8237	77.2223	31.8682	0.9555	1	11.4674	8.6954	0.3871	0.3852	0.2458	0.6611	0.056	-0.0442	-0.0453	-0.0835	0.002	0.0167
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11552.2	2507.1	0.8237	123.5718	40.1779	0.962	0.9996	14.1608	11.684	0.3622	0.3718	0.0747	0.5412	0.0812	-0.0316	-0.0358	-0.0811	0.0494	0.0237
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11212.4	1030.8	0.8237	77.2718	32.078	0.9437	0.9981	11.5575	8.561	0.6268	0.6484	0.2399	0.8833	0.1151	-0.0786	-0.0799	-0.1398	0.0118	0.027
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12011.9	866.24	0.8237	63.808	29.2572	0.9367	0.9975	10.8378	7.6146	0.4688	0.4659	0.151	0.7301	0.0971	-0.0525	-0.0569	-0.0951	0.0249	0.0289
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11006.1	2227.5	0.8236	83.8699	32.7744	0.9812	1	10.9567	10.0159	0.2941	0.2984	0.1756	0.3804	0.0367	-0.0268	-0.0317	-0.0543	0.0245	0.0163
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11743.6	897.23	0.8236	41.8972	23.7401	0.9342	0.9963	8.4216	7.0954	0.3138	0.3159	0.1951	0.4673	0.0533	-0.0312	-0.0376	-0.0676	0.0252	0.0229
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	12313	2135.5	0.8236	77.9709	32.1057	0.9506	0.9983	10.8998	8.8023	0.404	0.3911	0.1999	0.6371	0.0806	-0.049	-0.0491	-0.102	0.0067	0.0198
SLD_0000400.vsi - 20x_02	PathDetectionObject		S1	Polygon	11915.5	1496.5	0.8236	94.4438	36.3104	0.9002	1	13.8422	8.6016	0.4273	0.4118	0.2847	0.6533	0.0616	-0.0515	-0.053	-0.0906	0.015	0.0183
