Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Area µm^2	Perimeter µm
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9053.1	1602.6	147.79	43.58
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9551.3	2440	36.26	22.29
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10385.4	2091.4	21.83	18.33
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8797	1110.5	37.34	22.75
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8906.5	1069.6	29.27	20.09
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10203.1	2585.6	24.86	19.13
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10492.7	539.95	33.61	21.22
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10035.3	2119.1	29.29	20.64
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10452.7	766.35	34.69	21.5
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9595.6	1448.8	17.56	15.92
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10155.4	930.98	71.34	30.59
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10327.7	1308.5	38.14	22.97
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10275	2259.4	31.31	22.32
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10072.3	903.16	63.75	28.79
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8860.1	792.67	29.61	22.94
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8922.5	1407.9	14.81	14.66
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8660.5	875.7	41.69	23.42
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10367.5	585.64	18.86	16.2
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10411	1380.7	104.66	37.13
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8958.8	781.67	64.21	29.75
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8792.3	851.64	17.04	19.43
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10279.7	1439.1	30.57	20.78
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9542.1	1684	20.32	17.32
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9537.3	1848.9	22.2	17.14
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9429.7	2447.4	34.93	22.26
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10048.3	952.01	29.73	21.32
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9875.5	1551.1	58.46	27.59
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9747.8	1714.9	12.09	16.7
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10014.9	1371.4	42.47	23.61
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9196.2	2121.8	66.82	29.64
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10430	1521.5	32.9	27.03
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8549.9	1069.3	77.33	31.53
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9000.5	2694.3	32.53	24.93
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10205.9	1430.5	30.5	25.3
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9433.9	865.91	44.98	25.17
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10309.2	1964.3	59.75	27.9
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9551.5	1396.8	49.49	25.35
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9056.9	2399.8	20.14	16.91
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9766.7	1446.3	39.69	28.44
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10358.7	1081.5	24.26	18.35
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8824.7	2088	73.62	30.89
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10480.9	613.95	71.78	30.35
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9347.8	1400.5	82.4	32.91
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9298.4	1111.5	33.12	21.23
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9464.1	2295.2	59.79	27.76
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10198.7	2034.5	27.52	19.47
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9100.1	1268.3	30.71	20.39
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9367.4	1765.6	45.69	24.61
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9307	2409.2	31.35	20.97
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9657.9	2297	42.67	23.58
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9559.7	909.35	41.06	23.13
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9521.2	2646.1	46.92	24.89
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9189.3	1655.5	17.29	15.63
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9234.9	1192.2	31.16	21.53
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9627.8	760	84.1	33.28
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10491	1763.3	46.55	24.47
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9516	1315	22.91	17.72
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9642.2	2237.9	64.14	29.02
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10034	770.94	24.14	18.83
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9862.3	2125.2	80.51	32.42
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9276.8	585.28	24.28	18.09
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10351.2	2098.9	52.4	26.29
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10193.4	508.16	38.89	22.74
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10493.6	775.44	17.66	18.65
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9771.6	1787.7	53.56	27.12
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9407.2	1384	32.6	26.89
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9069.8	2012.9	32.34	21.17
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10141.2	1036.7	15.45	15.25
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9894.3	828.85	57.59	27.64
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10422.8	706.39	45.77	24.65
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9438	2011.1	93.31	34.9
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10359.6	681.86	64.02	29.06
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9163.3	606.76	8.344	11.77
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10369.1	1604.4	30.84	20.4
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9578	1657.5	65.99	29.26
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9200.8	853.68	37.98	23.41
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8824.6	1650.9	51.86	26.47
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10237.8	842.75	28.16	20.28
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10507.4	783.34	59.99	28.14
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9671.5	2472.3	62.43	29.13
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9290.9	2578.3	33.36	21.01
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10079.6	597.2	13.24	16.33
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9975.7	1010.6	45.52	24.4
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9402.7	886.11	55.15	36.08
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9069.5	614.23	41.13	23.25
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9092.6	2602	44.88	25.02
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9425.5	2457.2	97.19	35.59
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9500.1	2232	27.84	19.27
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9033	2638.1	56.6	27.17
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8782.3	1791.8	39.34	23.79
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9230.2	2421.5	50.74	25.69
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9000.3	2476.1	51.31	26.23
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8666.1	1118.8	100.72	36.62
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9578.4	2073.8	77.98	31.83
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9238.8	2596.3	54.11	26.88
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8791.3	817.04	42.83	23.89
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8585.1	1365.4	54.32	29.14
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9108.1	2643.3	48.94	25.36
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9499.4	1668.6	73.55	30.91
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9376.2	2506.7	92.71	34.51
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9472.2	1772.9	67.32	29.48
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9861.5	782.29	107.29	37.25
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8935.3	1509.4	55.71	27.36
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10478.5	1087.6	111.01	37.81
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9261	1452.5	98.93	35.74
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8751.3	1494.7	70.04	30.58
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10397.5	1789.5	24.5	18.32
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9509.6	2446.1	58.48	28.34
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10362.1	1683.1	60.21	28.33
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9245.1	2203.4	45.79	24.4
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9587.3	2608.4	35.13	21.72
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9073.3	2458.7	88.47	34.06
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9126.9	2401.8	30.49	20.95
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9115.4	2581.5	33.2	20.97
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9197.5	1161.5	77.33	31.8
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10240	2059.6	74.65	31.01
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9323.8	1141.8	61.81	28.36
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10216.6	1385.6	40.96	23.1
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9106.9	1415.1	45.74	24.38
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10291.8	2231.7	69.59	30.5
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10341	2314.9	93.21	34.7
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9185.3	1620.9	29.4	24.96
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10461.7	435.74	36.33	21.98
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9595	501.07	43	24.73
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9620.8	1725	55.25	26.92
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9901.2	2398	77.88	32.16
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8937.7	2049.3	67.62	32.41
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9330.7	2243.6	82.04	32.81
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9433.4	1227.8	24.17	18.83
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9289.4	1764.4	38.16	22.18
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10312.3	2304.5	80.69	32.25
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8642.7	1591.7	41.9	23.94
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9666.9	1841.2	89.22	35.11
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8898.1	616.33	35.96	22.09
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9002.8	1517.6	76.53	31.89
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10019.8	2157.3	27.86	19.7
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10229	668.55	32.55	20.64
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9043.4	2113.8	29.03	26.09
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9993.1	809.38	74.5	31.37
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10049.3	1171.8	64.44	29
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10263.7	1671	97.56	35.61
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9642.5	1031.9	91.61	34.35
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9101.3	868.49	105.82	37.14
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8871.9	1451.2	51.32	25.83
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10280.7	1137.6	67.62	29.93
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8919	2103.7	36.35	22.16
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9900.4	1504.7	80.42	32.19
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9559.9	1896.9	65.19	29.15
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9451.3	984.8	89.2	33.98
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9870.3	2034.3	96.6	35.3
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10324.5	880.08	45.25	29.85
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9837.1	1212.4	23.55	18
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10179.6	1885	86.83	33.53
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9951.9	1122.3	20.8	17.54
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10246.7	1929.3	48.63	25.49
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9399.2	703.94	33.71	31.08
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9157.2	592.23	30.79	20.22
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10465.4	1085.3	52.47	26.33
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8680.1	1503.6	62.05	29.02
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8812.6	956.18	43.37	23.94
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9585.1	1958.2	57.88	27.8
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10296.7	866.09	50.16	25.68
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9059.5	2228.9	55.65	26.92
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9654.9	2541.3	43.93	24.06
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9101.9	923.55	84.93	33.5
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10489.2	2092.3	27	19.11
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9727.4	1606.3	75.42	31.38
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9086.1	2371.8	55.97	26.96
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9440.8	2350.1	60.3	27.84
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9991	2315.7	35.85	22.17
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10325.8	2418.1	36.69	22.78
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10504.6	1145.6	49.14	25.26
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9173.3	1348.4	28.29	19.45
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9387.7	1260.9	27.79	20.25
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8575.7	644.44	18.11	15.51
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9363.1	695.7	33.79	21.55
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9476.7	2282.1	35.16	21.62
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9741.6	1148.8	171.46	47.16
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9087.8	921.83	48.4	25.33
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9983.3	1950.2	55.43	27.36
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9160.6	957.63	24.2	20.03
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9633.9	1211.2	21.43	17.33
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9928.6	609.15	22.1	18.05
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9716.9	1963	26.34	19.59
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9633.9	2268.1	26.02	19.29
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10435.8	2155.2	26.3	19.83
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10397.7	1933.9	61.71	28.94
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9362.8	1917.3	76.5	32.29
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9817.2	530.17	39.5	22.81
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8990.4	717.69	51.9	25.99
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9148.8	2231.8	47.33	25.23
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9888.2	2022.8	28.78	20.15
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10195.8	1923.8	50.39	25.69
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8831.6	2297.1	46.37	24.72
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10277.8	859.89	84.69	33.26
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9706.6	2507	37.63	23.39
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9781.2	920.8	28.1	19.82
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9974.2	858.73	91.49	34.67
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10075.9	1459.7	32.12	24.35
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10275.8	1529.6	11.68	13.15
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9216.3	2138.3	78.64	31.89
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10457.9	959.71	50.43	25.72
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10185.7	2503.3	34.06	21.58
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9198.5	2339.3	29.28	20.17
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9832.3	1812.5	90.34	34.06
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9037.5	2150.2	72.92	30.99
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10234	1995.5	111.95	38.29
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8792.4	1471.7	116.53	38.77
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8958.3	2622.7	27.15	20.16
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9666.2	2387.4	22.54	24.17
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10074	751.36	62.51	28.71
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9026.8	1707.5	107.37	37.28
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9913.5	1318.2	36.21	22.29
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9394.6	2326.9	28.88	20.05
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8895.6	998.57	90.98	34.93
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8766	1315.8	108.71	37.87
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8996.2	1974.7	21.11	17.07
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9836.3	1572.6	71.23	34.31
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9162.8	1537.1	33.8	29.28
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9692	1498.7	94.32	34.93
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10246.9	2560.9	31.09	21.44
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8807.6	1753	119.95	39.59
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10430.5	1629	26.91	19.68
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10386.1	729.7	78.81	31.91
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9080.8	1877.3	78.43	32.02
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9691.3	2115.3	38.55	22.41
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9113.4	2374.5	32.74	21.03
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9950.3	667.26	55.93	27.14
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9224.2	2120.5	19.9	18.77
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9208.3	2792.3	24.5	19.38
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9272	1423.8	47.2	25.97
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8747.4	2019.7	34.16	21.68
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9199.1	1050.3	64.32	29.93
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9361.4	1521.4	21.38	19.03
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8665.2	1221.4	24.45	19.64
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9999.4	799.88	26.87	19.73
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10117.5	2115.6	68.09	29.65
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9952.6	2343.7	54.76	26.58
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10115.6	824.97	49.15	25.49
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9697.8	1079.7	29.59	23.7
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10482.4	1580	24.29	19.93
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10025.7	918.43	96.15	35.83
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9942.4	991.46	46.82	26.64
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9757.3	1259.9	24.84	20.95
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10412.1	2224.2	27.23	19.98
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8634.9	1179.1	35.21	21.48
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9476.7	1269.8	152.91	44.92
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9021.1	2549	48.74	25.4
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9806.3	1005.8	95.98	36.1
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9060	1580.9	14.39	15.3
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9899.6	2410.8	31.41	20.62
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9216.1	2511.1	18.64	16.15
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10484.5	1662.7	36.49	23.03
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9932.8	957	35.91	23.03
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10073.3	2270.7	31.67	20.74
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8857.6	1962.4	27.04	19.2
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8611	801.58	32.68	32.29
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10451.8	774.75	28.02	19.32
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9510.7	1504.3	42.21	31.84
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9411.4	2546.7	109.93	37.68
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9754.5	808.23	46.73	24.7
