Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Area µm^2	Perimeter µm
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9528.5	1695.6	41.34	23.31
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9528	1919.3	33.74	20.97
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9472.5	682.15	28.71	19.48
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8985.2	2790.4	29.4	20.59
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10383	1551.5	17.02	15.72
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9517.4	1625.3	30.14	23.86
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8510.4	1061.6	33.5	21.57
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10459.8	933.09	50.66	25.67
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10301.6	1124.7	61.14	28.14
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9341	2340.7	42.36	24.1
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8922.8	1232	23.65	18.05
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9113	1082.7	28.14	21.57
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10262.1	2580.4	31.9	20.66
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9743.6	2246.5	31.78	21.48
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10171.3	556.33	41.35	23.41
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8899	2548.6	25.21	19.33
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9376.3	1273.8	32.09	22.28
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8532.3	781.47	46.64	37.28
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9914.5	2631	22.66	18.11
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8684.6	1077.4	49.94	28.03
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10144.8	442.64	30.63	20.75
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9383.7	1473.8	54.59	26.54
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9337.8	737.09	54.41	26.64
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10219.8	1639.1	23.58	19.26
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9193.6	875.93	107.09	37.32
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9778.4	2503.6	22.04	17.71
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9599.7	596.87	32.31	21.29
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8745.5	807.88	81.9	32.54
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10042.6	974.87	63.2	29.25
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9533.3	757.45	23.57	25.28
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9313.4	2563.9	21.5	18.22
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9807.3	1183	31.52	20.56
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8917.1	1714.9	67.04	31.27
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10095.1	1325.3	43.42	25.18
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9657.9	2621.5	29.11	20.27
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8726.6	1415.1	50.45	26.4
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9679.8	1542.4	43.07	24.01
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8885.1	739.24	16.62	14.98
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10170.6	955.3	30.86	21.2
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10142.3	1726	28.73	20.32
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9397.4	2016.5	26.29	19.56
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9672.2	1777.3	38.57	27.91
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9192.3	573.25	44.71	24.58
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9795.6	2045.7	26.31	19.2
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9107.5	1323.1	75.24	31.23
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9316.8	1067.1	78.83	32.68
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10221.3	1551.4	111.22	38.03
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10027	2438.9	45.88	24.98
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10232.1	737.38	64.03	29.01
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10050.2	1130.8	24.44	19
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9407.5	1491.5	30.12	20.96
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9314.2	1944.7	21.16	17.54
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8809.4	1409.9	25.92	18.85
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8964.4	2219	56.49	27.38
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10037.1	850.87	40.54	23.02
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9309.6	2319.7	38.37	22.87
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9810.1	2099.8	97.98	35.61
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9524.8	1903.8	50.45	32.45
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9202.2	2525.3	84	32.92
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9819.4	2287.9	31.06	23.96
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10490.5	1228.8	37.25	22.03
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10403.9	889.99	41.99	23.57
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9762.4	1495	50.52	25.72
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9872.3	746.21	39.49	22.65
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8537.4	658.14	116.34	38.6
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8737	1373.8	69.98	30.28
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10233.2	627.15	38.22	22.6
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10179.6	1564.1	129.48	40.9
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10506.1	1606.9	47.72	26.71
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8663.3	1417.3	22.76	17.75
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9987.7	733.12	103.37	36.89
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9416.2	1958.9	91.02	34.53
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9725.6	2091.8	25.18	18.9
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8842.3	641.34	24.41	18.59
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9182.8	663.69	21.33	17.2
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10466.4	1710.4	34.26	28.25
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9881.4	544.71	75.28	31.06
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9208.6	2167.6	100.26	36.03
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9207.9	1946	27.84	20.02
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8783.7	1094	37.91	23.12
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9944.7	908.41	94.64	35.24
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10493.5	2439.9	29.98	20
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10402.2	811.14	23.58	18.57
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8579.7	779.73	44.08	26.97
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10381.2	2250.2	31.23	20.37
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9935.5	1938.1	22.31	17.41
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8971.3	590.3	23.79	18.59
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9519.4	766.5	39.41	22.9
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9163.8	2279.6	30.96	20.09
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9649.5	1440.4	50.94	25.68
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9827.1	1064.9	73.27	30.83
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8943.8	1069.1	46.73	24.76
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9905.6	852.28	45.45	26.09
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9807.1	1193.5	52.75	30.15
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9047.2	2547.7	33.25	20.87
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10115.2	1402.4	27.06	19.37
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10242.9	787.32	71.95	30.97
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9930.9	1024.1	32.61	23.14
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10283.9	805.45	58.62	27.53
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9565	1566.3	47.19	29.35
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8876.6	2199.2	66.18	29.25
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10000.2	496.7	54.45	27.16
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9324.8	876.01	51.44	26.91
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10449.8	2127.6	22.3	18.29
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8811	1724.9	25.08	19.45
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9170.7	2040.1	47.84	25.22
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10259.8	2440.4	54.27	26.91
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9248	2058.1	41.9	23.68
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10142.4	816.85	24.41	18.18
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9171.5	773.23	86.09	33.76
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9218.8	1604.3	67.25	29.49
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9941.8	2010.8	43.57	24.37
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9687.5	1122.8	19.46	16.75
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10399.7	833.67	70.63	30.27
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9806.7	2019.7	51.95	26.33
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9001.9	1589.4	35.21	22.86
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10178.1	1050.4	28.18	19.37
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9809.8	772.04	81.55	32.49
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9927.4	1479	23.23	17.99
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10034.9	2477.4	27.02	19.98
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8964.2	2604.2	17.9	16.31
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9572.1	1793.3	56.01	26.95
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10048.4	1086.1	28.38	19.64
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8795.3	1218.8	13.87	19.41
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9240.9	1668.3	18.78	16.31
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10289.9	2534.6	46.98	25.69
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10241.2	2104.4	34.13	26.96
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9117.6	765.2	72.05	30.68
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9426.8	1006	32.02	25.03
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8775.5	1141.6	27.47	20
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9869.5	2334.8	30.25	28.11
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10066.6	1687.4	96.72	35.38
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9112.4	2648.2	33.84	24
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8709.3	1112.2	91.36	34.61
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10315.9	661.8	17.53	15.71
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8708.7	788.39	34.83	31.28
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9669.3	2679.5	41.03	23.39
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9822	1486.7	123.5	40.02
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10043.5	674.37	28.47	19.58
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9874.3	914.46	24.45	18.15
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9291.5	2391.1	43.41	23.75
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9014.3	1819.4	24.09	19.43
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9016.7	1205.1	35.55	21.66
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10027.5	528.76	46.49	24.8
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10408.1	1731.4	46.46	24.77
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9849.7	1342.4	38.77	23.26
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9045.5	1709	21.27	17.08
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9039.4	758.41	29.37	22.09
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9191.6	2442.5	41.28	23.25
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9655.7	935.64	117.82	39.35
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10291.3	1918.7	66.91	29.54
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9243.5	1141.1	69.39	30.06
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8853.2	1035.3	100.16	35.9
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10012.6	1976.7	81.18	32.47
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9833.3	1030.8	41.55	23.2
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9170.7	1470.3	68.8	29.78
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9228.6	2664.9	22.76	17.76
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9974.1	654.47	23.75	17.76
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9789	1845.9	76.43	31.41
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9654.9	2530.6	30.15	20.04
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9809.6	1740.7	85.93	33.29
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9868.2	1713.9	30.78	21.42
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9442	2256.7	96.34	35.26
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9754	2470.1	43.32	23.94
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8766.4	749.87	52.43	26.91
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10186.6	1004.3	69.14	30.12
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10177.1	1405.5	25.92	18.99
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10175.4	1064.4	19.09	16.99
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9066.1	1516.7	38.71	22.76
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9400.3	1512.7	78.89	32.46
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9294.5	1687.1	24.63	22.22
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9507.7	1329.3	74.97	31.02
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9439	1903.2	25.99	18.97
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10151.5	762.86	24.15	18.35
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9654.5	2067.6	50.17	25.8
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9822.6	2025.1	44.66	24.76
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9786.5	863.99	20.94	19.75
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9431.4	2259.4	24.43	20.9
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9844.9	1754.8	97.24	35.43
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9856.2	970.64	50.41	25.79
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10210.7	796.68	92.29	34.68
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9284.3	1999.9	22.17	23.75
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10052.5	2320.1	24.66	18.97
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9721.1	646.26	32	27.5
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9014	999.13	27.39	20.28
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9429.2	559.57	22.35	19.5
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9094.2	725.98	30.41	21.01
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9128.7	2485	20.84	17.96
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10012.2	2342	58.44	28.51
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8978	1889.4	20.66	17.11
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8516.8	666.03	24.94	18.87
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9932.6	2316.7	29.03	19.68
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8633.8	1007.7	24.53	18.51
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9371.5	2425.4	73.06	31.04
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8822.6	1670.3	120.67	39.77
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9872.9	828.46	26.24	18.61
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8763	1715.3	41.29	23.34
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10290.7	1217.2	34.88	22.04
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9992.6	1556.4	42.67	25.01
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10503.7	1435.3	74.3	30.95
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9803.4	1108	86.68	33.52
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8832.7	2128.8	28.97	25.92
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9653.9	1425	69.16	29.89
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9746.1	1922.3	73.51	30.77
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9094.7	2518	29.27	20.92
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8784.5	578.9	38.56	23.24
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9023.5	1228.7	46.35	24.54
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9498.5	1185.8	77.22	31.85
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9781.3	985.42	52.57	26.83
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9792.1	1663.5	24.91	19.34
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9122.1	1583.8	20.7	17.59
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8961.2	986.09	81.19	32.64
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9359.8	1384.6	106.6	37.05
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10307.7	1373.2	57.45	27.2
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8494.2	779.18	66.12	29.24
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9247.6	660.64	25.58	19.51
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8886.3	1746.3	37.8	22.2
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8864.7	1510.3	121.88	39.68
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9877.6	1073.3	25.94	19.53
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8972.5	1804.8	86.33	33.29
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9310.4	2475.1	29.75	20.87
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10064.6	2056.6	44.02	24
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9139.7	1944.6	40.71	23.44
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8836.2	1936.5	61.33	28.22
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9431.9	2279.2	19.49	17.43
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10389.7	1620.9	30.93	20.73
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9296.2	1096.5	26.82	20.05
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9043.6	747.64	59.93	28.65
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10477.3	1521.4	51.57	27.06
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9494.6	1377.1	27.71	19.72
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9633	1308.1	65.26	29.19
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9797.9	2627.5	41.17	24.18
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10064.6	2602.1	32.31	21.67
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8773.4	1078.3	36.2	27.33
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10294.6	2189	28.62	21
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10254.4	915.25	90.06	34.31
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8975.1	1169.1	23.63	17.59
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10296.5	1976.4	19.96	16.77
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9086.6	850.62	75.4	31.59
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9835.8	2628.8	56.61	27.28
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10341.8	2143.8	38.59	23.16
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9983.1	2172.8	85.67	33.22
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10006.7	2320.6	44.4	25.02
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10425.5	939.95	65.42	29.31
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9157.3	1740.9	34.72	21.83
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9927.2	2328	19.69	16.87
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10199.1	1105.7	48.44	24.99
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9615.1	2031.4	70.84	30.25
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9794.4	1696.7	55.84	33.65
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9126.7	2303.1	47.51	25.65
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10461.6	1828.1	64.11	28.95
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8853.2	1236.2	79.4	32.07
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9140.8	1100	21.2	17.27
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9546.9	1610.8	30.08	20.28
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8773.3	1260	53.06	37.08
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10354.1	1268.4	28.88	20.34
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9793.7	1442.6	40.86	23.7
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10157	1041.9	107.58	37.5
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9105.6	1092.3	27.26	23.28
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10284	695.63	37.42	30.66
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9830.4	697.74	16.56	16.5
