Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Detection probability	Area µm^2	Length µm	Circularity	Solidity	Max diameter µm	Min diameter µm	Hematoxylin: Mean	Hematoxylin: Median	Hematoxylin: Min	Hematoxylin: Max	Hematoxylin: Std.Dev.	DAB: Mean	DAB: Median	DAB: Min	DAB: Max	DAB: Std.Dev.
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6979.8	1114.4	0.8268	79.3948	32.4618	0.9468	0.9993	11.5126	8.532	0.5481	0.5666	0.2979	0.7589	0.0916	-0.0729	-0.0769	-0.116	-0.0234	0.0216
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7950.8	2323.4	0.8268	74.9431	31.9428	0.923	0.9881	11.2335	8.2649	0.5943	0.6367	0.2252	0.8082	0.13	-0.0731	-0.0825	-0.1128	0.006	0.0258
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7264.4	1093.6	0.8267	79.8602	32.0665	0.976	1	10.7131	9.5179	0.4	0.3762	0.1602	0.6378	0.1026	-0.0448	-0.0441	-0.091	0.0084	0.0222
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7294.5	2022.7	0.8267	56.7125	27.1795	0.9647	1	9.2241	7.819	0.3951	0.384	0.1641	0.6658	0.0929	-0.0513	-0.0584	-0.095	0.032	0.028
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7452.8	1852	0.8267	125.8481	40.4305	0.9675	1	13.8243	11.4377	0.3723	0.3635	0.1957	0.8136	0.0736	-0.0438	-0.0448	-0.1169	0.0121	0.0188
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7224.5	1281.2	0.8266	34.5962	21.5334	0.9376	0.9956	7.7195	5.8162	0.4954	0.477	0.3195	0.7425	0.13	-0.0705	-0.0711	-0.1238	-0.0129	0.021
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6968.1	869.15	0.8266	44.281	24.3211	0.9407	1	8.8372	6.3381	0.5208	0.5505	0.3359	0.7056	0.0995	-0.0716	-0.0711	-0.1078	-0.0276	0.0164
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7710.2	1990.1	0.8266	59.2841	28.0052	0.9499	1	10.1729	7.9038	0.3488	0.3507	0.203	0.5333	0.0582	-0.0435	-0.0461	-0.0855	0.0073	0.0186
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7019.6	2321.5	0.8266	66.8313	30.6765	0.8924	0.9914	11.6643	7.164	0.5742	0.6014	0.1874	0.8303	0.1628	-0.0746	-0.0839	-0.1242	0.0364	0.0348
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	8022.8	2513.5	0.8266	35.3283	21.7625	0.9374	1	7.9444	5.995	0.4605	0.4965	0.1414	0.691	0.1459	-0.0453	-0.0449	-0.0977	0.0243	0.0301
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7312.6	1509	0.8266	97.369	35.4186	0.9754	1	11.8948	10.4413	0.4039	0.4066	0.1361	0.5458	0.0712	-0.0367	-0.0384	-0.0826	0.0216	0.0174
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7196.9	2151.2	0.8266	74.4616	31.0846	0.9684	1	10.4844	9.0916	0.4817	0.4744	0.3058	0.7909	0.1022	-0.0653	-0.0655	-0.1044	-0.0172	0.019
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7093.9	570	0.8265	31.7157	20.3752	0.96	0.995	6.9814	5.9187	0.4099	0.4111	0.2282	0.5689	0.081	-0.0382	-0.037	-0.0743	0.0031	0.0204
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6974	1025.4	0.8265	27.0991	19.2748	0.9166	0.98	6.6018	5.6182	0.4678	0.4847	0.2529	0.6294	0.0827	-0.0562	-0.054	-0.1171	0.034	0.0276
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7329.2	2627.2	0.8265	39.1321	22.8249	0.9439	0.9958	8.2067	6.6181	0.3765	0.373	0.1606	0.6019	0.103	-0.0444	-0.0504	-0.0962	0.0259	0.0319
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7235.6	802.88	0.8265	73.216	31.6009	0.9213	1	11.7636	7.7689	0.3798	0.3794	0.2913	0.5099	0.0417	-0.0465	-0.0482	-0.0737	-0.0145	0.0128
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7511.2	823.14	0.8264	65.5266	30.3342	0.8949	0.9981	11.3492	6.9747	0.3686	0.3562	0.2302	0.5211	0.0556	-0.0448	-0.0461	-0.0762	0.0001	0.0153
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7260.2	1114.1	0.8264	66.5023	29.4036	0.9666	1	10.013	8.34	0.4668	0.4678	0.2872	0.6404	0.0702	-0.0667	-0.0662	-0.1037	-0.0281	0.0152
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6928.2	934.98	0.8263	71.5304	31.5516	0.9029	0.9899	11.7838	7.5926	0.3772	0.3892	0.149	0.5364	0.077	-0.0298	-0.0374	-0.0755	0.0322	0.0249
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	8123.2	2265.5	0.8263	84.7526	33.6211	0.9422	0.9932	11.736	8.8881	0.493	0.4637	0.158	0.836	0.1395	-0.0546	-0.0573	-0.1499	0.0367	0.0339
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7868.4	1203.1	0.8263	53.7839	26.3628	0.9725	1	8.7507	7.9938	0.3751	0.3815	0.2651	0.4698	0.0455	-0.0534	-0.0563	-0.0865	0.0063	0.0149
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7730.1	911.93	0.8263	67.0841	30.8613	0.8851	0.9918	11.6537	7.2077	0.5146	0.5308	0.2833	0.7264	0.1014	-0.0714	-0.0725	-0.1277	0.002	0.0239
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7976.8	696.58	0.8263	32.1787	20.7684	0.9375	0.987	7.203	6.1553	0.4916	0.5219	0.219	0.6575	0.1198	-0.0655	-0.0727	-0.1122	0.0002	0.0278
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7657.5	679.38	0.8262	34.7837	21.5189	0.9439	1	7.7192	5.9342	0.601	0.6635	0.1232	0.9302	0.2115	-0.065	-0.0709	-0.1269	0.0406	0.0411
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7928.7	1408.8	0.8262	91.182	34.2333	0.9777	1	11.2921	10.2541	0.4404	0.4435	0.2276	0.5698	0.0536	-0.0549	-0.0586	-0.0858	0.0047	0.0187
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7311.1	2638.9	0.8262	41.7081	23.6116	0.9401	0.9935	8.4261	6.4214	0.4293	0.4824	0.1345	0.6453	0.1474	-0.048	-0.0547	-0.1038	0.017	0.0319
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7965.3	2453	0.8261	38.0512	23.275	0.8827	0.9658	7.9728	6.3855	0.4016	0.4034	0.0845	0.8425	0.1925	-0.0284	-0.0258	-0.1236	0.0608	0.0464
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7767.6	649.39	0.8261	38.3857	22.7839	0.9292	0.9891	8.1158	6.5025	0.3631	0.3764	0.1221	0.5725	0.0958	-0.0253	-0.0261	-0.0822	0.0261	0.029
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7427.4	1639.6	0.8261	40.3325	23.9953	0.8803	0.9698	8.3195	6.3151	0.5322	0.5454	0.1467	0.8611	0.214	-0.062	-0.0618	-0.1383	0.0335	0.0441
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7869.4	2107.8	0.8261	52.7226	27.0803	0.9034	0.9929	9.9777	6.5368	0.406	0.4203	0.131	0.5891	0.085	-0.0535	-0.0561	-0.1046	0.0227	0.0256
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7709.9	2293.5	0.826	47.8532	25.0334	0.9596	1	8.6486	7.0344	0.3264	0.3286	0.1186	0.4972	0.0645	-0.0325	-0.0373	-0.0771	0.0216	0.0229
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7918.4	1136.3	0.826	41.5153	23.3624	0.9558	1	7.9738	6.7118	0.3796	0.3916	0.2029	0.4673	0.0591	-0.0373	-0.0387	-0.0708	0.0021	0.0185
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7303.1	1884.5	0.826	68.675	29.9918	0.9594	1	10.6931	8.2101	0.4436	0.4459	0.198	0.5981	0.0783	-0.0605	-0.0603	-0.1058	0.0007	0.0202
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7611.6	2095.9	0.826	40.4116	23.7141	0.903	0.9754	8.1282	6.4575	0.4884	0.5122	0.1385	0.7942	0.1788	-0.0631	-0.0698	-0.1248	0.0427	0.0403
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7750.2	1793	0.8259	55.0759	26.7004	0.9708	1	9.3174	7.8952	0.4213	0.4246	0.2623	0.5968	0.0631	-0.0608	-0.0637	-0.0966	0.0326	0.0201
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7986.2	2106.2	0.8258	62.823	29.9063	0.8827	0.9872	11.2474	7.0119	0.4309	0.4376	0.22	0.5781	0.0714	-0.059	-0.0565	-0.104	-0.0075	0.0211
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6807.8	1330.8	0.8258	97.0246	35.4658	0.9693	1	12.0659	10.5832	0.5298	0.5363	0.3458	0.7389	0.0829	-0.0797	-0.0811	-0.1278	-0.0217	0.0194
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7064.7	2149.6	0.8258	58.2048	28.6702	0.8898	0.9826	10.3141	6.8517	0.363	0.3799	0.1474	0.4908	0.0699	-0.0466	-0.0503	-0.0774	0.0462	0.0232
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7418.3	2584.4	0.8258	34.4837	21.6694	0.9228	0.9871	7.6813	6.2195	0.4805	0.5262	0.1044	0.8245	0.2099	-0.0462	-0.0502	-0.1398	0.0462	0.0525
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7517.7	921.66	0.8257	56.7552	27.0386	0.9755	1	9.0315	8.1143	0.4277	0.4184	0.2622	0.5893	0.0794	-0.0458	-0.0465	-0.0713	-0.0127	0.0141
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	8014.6	1197.3	0.8257	81.5906	33.069	0.9376	0.9985	12.1732	8.5685	0.5202	0.5215	0.36	0.7215	0.071	-0.0782	-0.0793	-0.1131	-0.0385	0.0152
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6962.9	1806	0.8257	99.2717	35.9698	0.9642	0.9971	12.0622	10.1363	0.4162	0.4123	0.2563	0.6097	0.0596	-0.0541	-0.0539	-0.1031	-0.0084	0.017
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	8021.4	1054.1	0.8257	81.5523	33.4494	0.9159	1	12.4469	7.9547	0.4614	0.4645	0.3332	0.6273	0.0577	-0.062	-0.0649	-0.0862	-0.0278	0.0129
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7772.8	607.91	0.8257	51.9828	26.0678	0.9613	1	9.1234	7.6345	0.2916	0.2993	0.1795	0.3775	0.045	-0.0146	-0.0205	-0.0495	0.0365	0.0199
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7391.8	2168.7	0.8256	98.0785	35.5037	0.9778	1	11.891	10.7051	0.4261	0.4377	0.1955	0.657	0.0858	-0.0589	-0.0596	-0.1104	0.0092	0.0225
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7365.5	1960.6	0.8256	69.5292	30.3644	0.9477	1	10.9764	7.9817	0.4246	0.4317	0.2275	0.5858	0.0694	-0.0481	-0.051	-0.094	0.0203	0.0209
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7526	1803.5	0.8256	84.0483	33.1036	0.9638	1	11.6036	9.4072	0.4654	0.4812	0.204	0.7535	0.1047	-0.0622	-0.0653	-0.1062	0.0092	0.0203
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7308.6	638.15	0.8256	104.4183	36.7517	0.9715	1	12.6371	10.9632	0.3444	0.3447	0.2182	0.4752	0.0492	-0.0313	-0.0321	-0.0609	0.0165	0.0161
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7095.1	1522.4	0.8256	53.9003	26.376	0.9736	1	9.0198	7.7521	0.4235	0.442	0.1269	0.5818	0.0967	-0.0404	-0.0501	-0.0765	0.0394	0.0256
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6650.9	839.22	0.8255	67.6555	30.0168	0.9436	1	10.8665	7.8944	0.403	0.4075	0.1878	0.5568	0.0564	-0.0454	-0.0512	-0.0759	0.0045	0.0196
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7344.8	2215	0.8255	55.2236	27.2842	0.9322	0.9871	9.6511	7.3514	0.3882	0.399	0.1703	0.5721	0.0689	-0.0471	-0.0501	-0.1034	0.0258	0.0263
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7512.8	1019.5	0.8255	29.2186	19.7082	0.9453	1	7.105	5.5746	0.484	0.5131	0.1971	0.7244	0.1327	-0.0668	-0.0665	-0.1273	-0.0092	0.0297
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7316.5	1914.5	0.8255	41.3633	23.9588	0.9055	0.9782	8.1333	6.595	0.3646	0.3712	0.1019	0.8081	0.1409	-0.0378	-0.0372	-0.1092	0.0436	0.0375
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7099.2	2414.1	0.8255	52.9652	26.495	0.9481	1	9.3342	7.3992	0.3636	0.3632	0.2077	0.6106	0.0655	-0.0396	-0.0389	-0.0989	0.0159	0.0241
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7618.1	2379.1	0.8254	51.399	26.3267	0.9319	1	9.5315	6.6922	0.4115	0.4279	0.079	0.6366	0.1245	-0.0408	-0.0498	-0.1045	0.0452	0.0382
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7443.5	1465.1	0.8254	78.0974	31.9449	0.9617	0.9978	10.989	8.9389	0.5891	0.5839	0.3079	0.8617	0.106	-0.0748	-0.078	-0.1185	0.0173	0.0247
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7746.7	689.48	0.8254	41.9069	23.5822	0.947	0.9965	8.1485	6.4456	0.506	0.5152	0.2233	0.7441	0.0997	-0.056	-0.061	-0.116	0.0317	0.0323
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7881.4	1934.5	0.8254	98.4886	36.0431	0.9527	0.9994	12.8337	10.1409	0.4306	0.4362	0.2267	0.6404	0.0812	-0.0487	-0.0507	-0.0969	0.0134	0.023
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6708.8	1330.6	0.8254	59.8507	29.4144	0.8693	0.9971	10.3188	7.4654	0.467	0.4705	0.3317	0.638	0.0744	-0.0694	-0.0712	-0.0974	-0.0215	0.0141
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7131.7	2544.5	0.8253	105.8263	37.6741	0.937	0.9967	13.1803	10.3505	0.4396	0.4267	0.147	0.675	0.096	-0.0522	-0.0526	-0.1184	0.0244	0.0212
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6729.5	649.33	0.8253	60.6084	28.1184	0.9633	1	9.5217	7.9648	0.314	0.3195	0.2156	0.3779	0.0348	-0.0239	-0.0274	-0.0489	0.0064	0.014
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7729.3	1662.1	0.8253	130.8137	41.1405	0.9712	0.9995	13.8347	11.6883	0.5564	0.5627	0.3129	0.7519	0.0991	-0.0716	-0.0739	-0.1131	-0.0225	0.0168
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7806.7	1675.7	0.8252	28.439	19.9665	0.8964	0.9806	7.1411	5.3069	0.3908	0.4242	0.1197	0.591	0.1235	-0.0488	-0.0498	-0.0976	0.021	0.0316
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7004.3	736.8	0.8252	68.2118	30.0895	0.9468	0.9996	10.6248	8.0228	0.6243	0.6307	0.4049	0.7605	0.0722	-0.0787	-0.0821	-0.1127	-0.0155	0.0166
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7334.8	2154.4	0.8252	76.4854	31.7863	0.9513	0.9984	11.2369	8.5236	0.3086	0.3021	0.2099	0.439	0.0392	-0.0316	-0.033	-0.0634	0.0114	0.0166
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7969.7	1533.7	0.8252	40.4463	23.1988	0.9444	0.9919	7.7379	6.7517	0.5344	0.5479	0.1715	0.9079	0.1846	-0.0696	-0.076	-0.1311	0.0059	0.0357
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7379.9	2347.8	0.8252	62.4048	28.4564	0.9684	1	9.8532	8.309	0.5229	0.4935	0.1905	0.8598	0.1779	-0.06	-0.0615	-0.1473	0.0181	0.0381
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6960	1969	0.8252	84.021	32.9166	0.9745	1	11.0171	9.6149	0.393	0.4025	0.1957	0.521	0.0624	-0.0475	-0.0495	-0.0799	-0.0015	0.0168
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7141.7	707.85	0.8251	74.1305	31.0706	0.965	1	10.4901	8.767	0.4528	0.457	0.241	0.6171	0.0824	-0.0512	-0.0542	-0.0923	0.0044	0.0198
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7987.5	657.98	0.8251	28.8671	20.2616	0.8836	0.9621	6.8729	5.6689	0.5206	0.5314	0.2167	0.8395	0.1552	-0.0518	-0.0447	-0.1229	0.0109	0.0331
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7739.7	1453.6	0.8251	108.429	37.9624	0.9455	1	13.7457	10.0363	0.4679	0.4603	0.3119	0.7215	0.083	-0.0596	-0.0603	-0.0892	-0.0012	0.0148
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7740.6	2052.7	0.825	105.495	37.174	0.9593	0.9961	12.6697	10.2896	0.5255	0.5383	0.1406	0.8207	0.1057	-0.0703	-0.0727	-0.1102	0.0333	0.0241
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7195.2	2420.6	0.825	31.0254	21.2487	0.8635	0.9451	7.169	5.9771	0.3746	0.3584	0.1037	0.7816	0.2012	-0.0271	-0.015	-0.1358	0.0523	0.0505
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7923.2	920.36	0.825	84.7271	34.2695	0.9066	0.9941	12.6365	8.4124	0.3952	0.3883	0.2468	0.5626	0.0524	-0.0442	-0.047	-0.0796	0.0194	0.0185
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7344.4	1927.6	0.825	78.9038	32.1976	0.9564	1	11.5267	9.1189	0.4812	0.4937	0.344	0.6575	0.0664	-0.0681	-0.0697	-0.0952	-0.0076	0.0146
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7280.9	1529.1	0.825	105.5999	36.8496	0.9773	1	12.195	11.0355	0.3857	0.3892	0.21	0.5844	0.0723	-0.0391	-0.0429	-0.0772	0.0335	0.0192
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7794.4	718.44	0.825	71.2828	30.7707	0.9461	1	10.9379	8.1469	0.4841	0.4815	0.3113	0.7149	0.0718	-0.0585	-0.0607	-0.0959	-0.0003	0.02
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7944.6	799.35	0.8249	92.8333	34.7594	0.9655	1	12.0153	9.6488	0.4168	0.4221	0.2728	0.6163	0.0561	-0.0545	-0.0544	-0.0994	-0.0158	0.0173
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7385.2	1101.5	0.8249	108.7815	37.4857	0.9728	0.9982	12.6364	10.9878	0.3837	0.3844	0.1997	0.5229	0.0572	-0.0458	-0.0444	-0.0834	-0.0095	0.0146
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7380.7	1263.9	0.8249	81.3962	32.8255	0.9493	0.997	11.6002	8.7472	0.5765	0.5837	0.2691	0.798	0.1046	-0.0882	-0.097	-0.1213	-0.0077	0.0249
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7837.8	1900	0.8249	43.8432	23.9272	0.9623	1	8.029	7.2861	0.3264	0.327	0.1952	0.5429	0.0569	-0.035	-0.0354	-0.081	0.0076	0.02
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7116.9	730.06	0.8249	49.953	25.6562	0.9536	1	9.1363	7.0488	0.532	0.5345	0.3168	0.6544	0.0642	-0.063	-0.0673	-0.1026	0.0043	0.0216
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7700.8	2226.8	0.8249	59.5532	28.4954	0.9216	0.9941	10.2512	7.0193	0.3941	0.4023	0.1806	0.5411	0.0673	-0.0407	-0.0401	-0.0824	0.0259	0.0216
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7000.4	2430.9	0.8248	52.9721	27.1136	0.9055	0.985	9.8333	7.2577	0.4161	0.4682	0.0876	0.7608	0.1706	-0.0401	-0.0525	-0.1089	0.0595	0.044
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7020.2	2553.4	0.8248	37.1653	22.7685	0.9009	0.9885	8.4387	5.6676	0.4411	0.4708	0.2103	0.6382	0.114	-0.0499	-0.0462	-0.1027	0.0155	0.0284
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7089.2	969.01	0.8248	24.0041	18.2095	0.9097	0.9815	6.3964	5.0478	0.5853	0.6282	0.2327	0.8436	0.1674	-0.0695	-0.0734	-0.1243	-0.0056	0.0331
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6777.6	1479.6	0.8248	92.179	35.0309	0.9439	1	12.7568	9.5509	0.4694	0.4671	0.196	0.6938	0.1035	-0.0557	-0.0575	-0.1033	-0.0008	0.0191
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	8006.3	1979.7	0.8247	107.8888	37.3544	0.9716	1	12.6714	11.2238	0.4958	0.4879	0.2459	0.6956	0.0998	-0.0689	-0.0718	-0.109	0.0098	0.0239
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	8135.8	1766.8	0.8247	35.0021	21.4736	0.9539	1	7.6775	6.0319	0.4682	0.4761	0.2599	0.7291	0.1137	-0.063	-0.0638	-0.1184	-0.0011	0.0299
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7891.7	2173.7	0.8246	86.1948	33.8059	0.9478	0.9982	11.7494	8.9472	0.38	0.3445	0.1398	0.7449	0.1292	-0.0485	-0.0489	-0.1126	0.0276	0.0302
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7411.4	1715.9	0.8246	66.4369	30.0396	0.9252	0.996	10.9794	7.5207	0.3941	0.3743	0.2746	0.5923	0.0788	-0.0439	-0.0457	-0.0808	0.013	0.0182
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7746.2	1404.9	0.8246	30.5258	20.7958	0.887	0.9629	7.0526	6.0429	0.4043	0.4336	0.1141	0.7631	0.1952	-0.0361	-0.0342	-0.1142	0.0547	0.0415
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	8041	2015.8	0.8245	49.8024	26.3685	0.9001	0.9932	9.9044	6.3703	0.4359	0.4525	0.156	0.6037	0.1034	-0.0497	-0.0562	-0.0847	0.0071	0.0222
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6800.1	1324	0.8245	48.9084	25.0445	0.9799	1	8.4312	7.6599	0.4759	0.5102	0.1694	0.6419	0.1217	-0.06	-0.0681	-0.1028	0.0353	0.032
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7307.2	877.03	0.8245	66.3169	30.2038	0.9135	1	11.2757	7.1912	0.4292	0.4333	0.2553	0.6303	0.0718	-0.0488	-0.0514	-0.0776	0.005	0.018
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7231.1	750.4	0.8244	43.7978	23.8861	0.9647	1	8.0958	7.1071	0.4272	0.4318	0.2306	0.6728	0.0994	-0.0508	-0.0522	-0.0876	0.0129	0.0222
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7143.8	897.79	0.8244	79.7987	32.0545	0.9759	1	10.6605	9.3784	0.4275	0.4172	0.2161	0.7296	0.1013	-0.0529	-0.0577	-0.1065	0.0251	0.0242
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7569.4	894.08	0.8243	48.9466	25.3058	0.9605	1	9.0157	7.1238	0.4986	0.5007	0.3219	0.708	0.0792	-0.067	-0.0719	-0.1022	-0.0179	0.0208
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7862.6	650.45	0.8243	43.0272	23.8167	0.9532	1	8.2896	6.6575	0.4955	0.4879	0.2558	0.783	0.1318	-0.0588	-0.0668	-0.107	0.01	0.0307
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7699.1	1636.4	0.8243	35.0123	21.8921	0.918	0.9885	7.9726	6.0047	0.4965	0.5479	0.1145	0.8066	0.1974	-0.0595	-0.068	-0.1256	0.0607	0.0471
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7629.7	2287.7	0.8243	47.3234	24.8493	0.9631	1	8.3752	7.6798	0.5239	0.4901	0.1823	0.9927	0.1881	-0.069	-0.0644	-0.1551	0.0216	0.0407
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7799.9	1903.4	0.8243	63.1928	28.6015	0.9707	1	9.7279	8.1988	0.346	0.3418	0.2322	0.5471	0.0565	-0.0324	-0.0343	-0.0625	0.0075	0.0165
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	8075.7	2114.7	0.8243	26.1476	19.1586	0.8952	0.9623	6.4981	5.6487	0.426	0.4699	0.1249	0.8014	0.1949	-0.0476	-0.0448	-0.1316	0.03	0.0453
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7333	2333.3	0.8242	68.0847	29.6557	0.9728	1	10.0306	8.6773	0.4329	0.4409	0.2814	0.5944	0.0625	-0.051	-0.0521	-0.0817	-0.0159	0.016
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6898.9	1630.4	0.8242	136.1633	41.9617	0.9718	1	14.325	12.0687	0.5273	0.5165	0.3469	0.8784	0.1066	-0.0768	-0.0737	-0.1473	-0.0368	0.0197
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	8063.7	2039	0.8241	57.9868	27.5592	0.9594	1	9.7963	8.1533	0.5039	0.5124	0.2023	0.8072	0.104	-0.0592	-0.0599	-0.1134	0.014	0.0267
