Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Detection probability	Area µm^2	Length µm	Circularity	Solidity	Max diameter µm	Min diameter µm	Hematoxylin: Mean	Hematoxylin: Median	Hematoxylin: Min	Hematoxylin: Max	Hematoxylin: Std.Dev.	DAB: Mean	DAB: Median	DAB: Min	DAB: Max	DAB: Std.Dev.
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5865.3	1181.5	0.8146	70.9191	31.667	0.8887	0.9666	10.693	8.8092	0.2746	0.275	0.1432	0.4046	0.056	-0.0141	-0.0169	-0.0459	0.0261	0.0149
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5512.2	1280.9	0.8145	68.105	29.7676	0.9658	0.9981	10.188	8.6911	0.2771	0.2827	0.1279	0.4609	0.0729	-0.0044	-0.007	-0.0555	0.0544	0.0239
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5418.9	2121.1	0.8145	119.8094	39.3002	0.9748	1	13.1675	11.9464	0.4815	0.4821	0.2598	0.7257	0.1044	-0.0583	-0.0626	-0.1006	-0.0028	0.0227
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5793.6	1986.1	0.8145	57.5439	27.5569	0.9522	1	9.7848	7.4528	0.3891	0.399	0.1952	0.5739	0.0626	-0.0538	-0.0562	-0.0826	0.0187	0.0163
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5926.1	1920.6	0.8145	56.2302	27.6534	0.924	0.9968	10.1255	7.0559	0.2915	0.2857	0.1938	0.439	0.05	-0.023	-0.0242	-0.0577	0.0378	0.018
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6153.5	1486.9	0.8144	76.7617	31.5415	0.9696	1	10.7951	9.0818	0.3636	0.3699	0.1666	0.49	0.0582	-0.0374	-0.0398	-0.0671	0.0259	0.0161
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6048.1	2493	0.8144	36.8069	23.4583	0.8405	0.9519	8.2757	6.2824	0.4149	0.3664	0.098	0.9266	0.2007	-0.029	-0.0298	-0.1045	0.0527	0.0314
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5902.5	1785	0.8144	105.019	36.8985	0.9693	1	12.5414	10.8743	0.4003	0.369	0.1949	0.9543	0.1523	-0.0635	-0.0587	-0.1622	0.0253	0.0335
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5969.5	1563.9	0.8144	64.9302	29.5842	0.9323	0.9958	10.8493	7.8001	0.33	0.3344	0.2298	0.4325	0.0486	-0.0288	-0.0294	-0.0665	0.0109	0.0135
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5900.5	1395.7	0.8144	73.9963	31.3789	0.9444	1	11.1109	8.3283	0.3112	0.318	0.1835	0.3945	0.0433	-0.0239	-0.0223	-0.0564	0.0021	0.0132
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5539	1308.7	0.8143	72.0612	30.6491	0.964	1	10.6292	8.7724	0.2756	0.2695	0.1338	0.4429	0.0654	-0.0128	-0.0136	-0.0643	0.0473	0.0208
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6083.1	1211.4	0.8143	123.1288	40.0319	0.9655	0.9978	13.4921	11.3877	0.3469	0.3524	0.2131	0.4952	0.0622	-0.0355	-0.0362	-0.0668	0.0083	0.0142
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5964.8	1163.6	0.8143	99.7683	35.9509	0.97	1	12.2969	10.6219	0.4017	0.4022	0.1659	0.6274	0.0798	-0.0366	-0.0378	-0.0737	0.0151	0.0193
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5210	1821.7	0.8143	32.5934	21.4306	0.8918	0.9772	7.3821	5.7905	0.2855	0.2958	0.1631	0.3649	0.0521	-0.0146	-0.0161	-0.0554	0.0367	0.0215
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5348	2020.7	0.8142	71.2632	30.6568	0.9528	0.9982	10.7521	8.3927	0.331	0.3322	0.2158	0.4531	0.0565	-0.0288	-0.0278	-0.0756	0.0065	0.0145
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5726.7	2600.5	0.8141	42.6275	23.8522	0.9415	0.9927	8.2754	6.8589	0.3409	0.3382	0.1302	0.4805	0.0767	-0.0142	-0.0152	-0.074	0.0501	0.027
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6428.6	2073.6	0.814	41.6926	24.1273	0.9	0.9875	8.8449	6.1498	0.3689	0.358	0.2584	0.5437	0.0565	-0.0342	-0.0325	-0.0672	0.0186	0.0166
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5957	1399.7	0.814	89.0344	34.3162	0.9501	0.9985	12.472	9.5438	0.3332	0.3373	0.1588	0.6414	0.0683	-0.0334	-0.0343	-0.0687	0.0214	0.0171
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5516	1920.8	0.814	52.8449	26.7685	0.9268	0.9965	9.5523	6.982	0.3055	0.3073	0.1885	0.4447	0.0558	-0.0247	-0.0236	-0.0652	0.0239	0.0188
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6117.5	909.76	0.814	52.9685	26.3408	0.9593	1	9.1416	7.774	0.2879	0.2812	0.1587	0.4462	0.0526	-0.0188	-0.0189	-0.0512	0.0246	0.0177
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5877.2	1191.6	0.814	58.0142	27.5279	0.9621	1	9.4331	7.932	0.2649	0.2598	0.155	0.4888	0.0678	-0.0088	-0.008	-0.0861	0.035	0.0199
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5374.2	2218	0.814	68.0494	30.0308	0.9482	1	10.5153	8.2313	0.5074	0.4977	0.2132	0.7249	0.1049	-0.054	-0.0574	-0.0872	-0.01	0.0179
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5715.6	2280.8	0.8139	57.264	27.1734	0.9746	1	9.1784	8.1073	0.3597	0.3546	0.2014	0.5761	0.0721	-0.043	-0.0417	-0.0896	-0.0063	0.0172
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5600	1237.9	0.8138	101.7471	36.4688	0.9614	1	12.8266	10.175	0.3454	0.3486	0.1961	0.4876	0.0663	-0.0347	-0.0329	-0.085	0.0123	0.0196
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5568.3	2821.9	0.8136	56.6394	27.2478	0.9587	1	9.3265	7.6659	0.3404	0.3373	0.2262	0.4945	0.0577	-0.0246	-0.0234	-0.0514	0.0047	0.0127
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5974.8	1307.1	0.8136	81.9214	33.3242	0.927	0.999	12.0054	8.3001	0.2594	0.2515	0.1256	0.3792	0.0454	-0.0034	-0.0055	-0.035	0.046	0.0152
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5277.6	1586.2	0.8136	81.8606	32.978	0.9459	0.9938	11.6649	9.0701	0.2898	0.2811	0.1669	0.464	0.0623	-0.0222	-0.0216	-0.0616	0.0255	0.0169
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5944.8	2381.3	0.8136	50.7461	25.5532	0.9766	1	8.7013	7.7366	0.3575	0.341	0.2586	0.563	0.0626	-0.0383	-0.0362	-0.0785	-0.0008	0.0166
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5330.1	1897.7	0.8136	70.8681	30.4007	0.9636	1	10.3851	8.651	0.3375	0.3423	0.1824	0.5024	0.0685	-0.0353	-0.0348	-0.0942	0.0078	0.0191
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6262.3	2164	0.8135	39.8873	22.9293	0.9534	0.9956	8.0159	6.5548	0.3182	0.3235	0.1929	0.399	0.0525	-0.0097	-0.0112	-0.0348	0.0169	0.0124
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6313.5	2531	0.8135	80.2321	33.0666	0.9221	0.9982	12.0119	8.1685	0.2903	0.2732	0.1417	0.4557	0.0617	-0.0254	-0.0268	-0.0718	0.0365	0.0188
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5362.8	2198.7	0.8134	150.0196	44.2851	0.9613	1	15.2201	12.1791	0.3758	0.3758	0.2459	0.5051	0.0449	-0.0527	-0.0532	-0.0774	-0.0119	0.0119
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5026.6	1510.8	0.8133	77.188	31.9255	0.9517	0.9998	11.4386	8.6548	0.3271	0.3223	0.2075	0.4398	0.0481	-0.0313	-0.0307	-0.0724	0.0171	0.0142
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6130.8	1338	0.8132	55.4791	26.749	0.9744	1	9.1885	8.1064	0.2381	0.2403	0.1655	0.3131	0.0349	-0.012	-0.0126	-0.0492	0.0275	0.016
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5933.2	2252.1	0.8132	58.3397	27.5858	0.9634	1	9.332	8.0464	0.254	0.2469	0.1819	0.345	0.038	-0.0123	-0.0152	-0.0401	0.0213	0.0139
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6424.6	2340.4	0.8131	33.8623	21.0398	0.9613	1	7.1297	6.174	0.3991	0.4031	0.1759	0.6159	0.0855	-0.0313	-0.0309	-0.0691	0.0292	0.0228
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6193.6	2425.3	0.8131	51.0251	26.5091	0.9124	0.9946	9.8637	6.5549	0.2941	0.2833	0.1791	0.4488	0.0661	-0.0148	-0.0155	-0.0489	0.0167	0.0161
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5460.7	1151.3	0.8131	67.3954	30.0948	0.9351	0.9974	10.9377	7.9441	0.2761	0.2696	0.1319	0.4673	0.0649	-0.0133	-0.0167	-0.0587	0.0583	0.0218
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5959.9	2391.9	0.813	48.7001	25.4342	0.946	1	9.2621	7.0802	0.4078	0.3909	0.2456	0.7261	0.0978	-0.0369	-0.0391	-0.0809	0.016	0.0198
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5468.8	1366.2	0.813	41.1763	23.2282	0.959	1	8.161	6.8508	0.3723	0.3491	0.1791	0.8124	0.129	-0.0304	-0.0295	-0.1084	0.0284	0.0257
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5489.7	1112.6	0.8129	42.5617	23.9042	0.936	0.9933	8.6334	6.702	0.2248	0.2267	0.1195	0.376	0.0523	0.0015	0.0038	-0.0637	0.0466	0.02
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5988.3	1828.4	0.8129	105.2625	37.0443	0.9639	1	13.0317	10.3849	0.3963	0.3679	0.1953	0.6651	0.1017	-0.0514	-0.0558	-0.0852	0.0178	0.0195
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5578.9	2258	0.8128	66.2637	29.4647	0.9591	1	10.1344	8.112	0.2962	0.2983	0.1205	0.4077	0.0514	-0.0212	-0.0246	-0.0652	0.0424	0.0235
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6055.3	1025	0.8127	37.8075	22.5737	0.9324	0.9888	7.6021	6.6714	0.3349	0.3387	0.2201	0.4356	0.0577	-0.0208	-0.0243	-0.0432	0.0237	0.0138
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6062.5	2076	0.8127	81.8215	32.92	0.9488	0.9954	11.5122	8.916	0.3226	0.3257	0.1922	0.5079	0.0616	-0.0334	-0.0332	-0.0745	0.0077	0.0194
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5849.4	1050.9	0.8127	127.4814	40.5554	0.974	1	13.7112	11.7178	0.2754	0.2672	0.1687	0.4783	0.0469	-0.0236	-0.0241	-0.0566	0.0303	0.0127
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6446.2	2142.7	0.8126	49.7353	25.4985	0.9613	1	8.713	7.3922	0.3639	0.3705	0.158	0.6335	0.0742	-0.0316	-0.035	-0.0943	0.0466	0.0242
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5318.7	1226.5	0.8124	54.3459	26.5876	0.9661	1	9.0607	7.8893	0.4247	0.4085	0.1333	0.7421	0.1255	-0.0452	-0.0483	-0.1029	0.0299	0.033
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6065	2722.1	0.8123	88.2416	34.0215	0.958	1	12.1928	9.4781	0.2912	0.2745	0.1981	0.4738	0.0606	-0.0303	-0.0305	-0.0642	0.0091	0.0135
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5893.2	2492.1	0.8123	60.1626	27.9441	0.9682	1	9.3989	8.4651	0.4058	0.3985	0.2864	0.5809	0.0627	-0.0405	-0.0436	-0.069	0.0082	0.017
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5827.6	2072.1	0.8123	111.8478	38.1228	0.9671	0.9984	12.9484	11.3618	0.4159	0.4172	0.2021	0.6473	0.0961	-0.0501	-0.0504	-0.1089	0.0086	0.0197
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5528.5	2307.8	0.8122	33.1133	21.5657	0.8947	0.9816	7.9192	5.9115	0.4184	0.4168	0.1951	0.6627	0.1185	-0.0257	-0.0299	-0.0714	0.0367	0.0278
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6033.9	2117.1	0.8122	63.4295	29.0633	0.9437	0.9974	10.3808	7.8963	0.2779	0.281	0.1407	0.3861	0.0465	-0.0219	-0.027	-0.0587	0.0412	0.0209
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6103.8	950.26	0.8122	62.6573	29.0536	0.9328	1	10.6845	7.3861	0.3073	0.3157	0.1388	0.4025	0.0594	-0.0273	-0.032	-0.0644	0.0397	0.0221
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5596.6	1097.9	0.8122	44.468	24.2067	0.9536	0.9957	8.3962	7.0691	0.2449	0.2544	0.1511	0.3152	0.0464	-0.0087	-0.0099	-0.0478	0.0427	0.0171
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5475.3	2549.1	0.8121	46.0354	24.7104	0.9474	1	8.9246	6.977	0.3369	0.3251	0.1785	0.536	0.0658	-0.0343	-0.0356	-0.0727	0.0007	0.0192
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5461.4	2287.6	0.8121	49.1617	25.6218	0.9411	1	9.373	6.9263	0.3051	0.299	0.1617	0.4658	0.0516	-0.0214	-0.0217	-0.064	0.0266	0.0187
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6055.4	2272.3	0.8121	77.7732	31.5773	0.9801	1	10.4479	9.6375	0.3285	0.34	0.1848	0.5044	0.0706	-0.0263	-0.0267	-0.0708	0.0172	0.0201
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5977.4	1033.9	0.8121	34.5806	21.7105	0.9219	0.9886	7.7329	5.7951	0.273	0.286	0.1688	0.3816	0.0564	-0.0083	-0.0087	-0.0515	0.026	0.0177
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5662.4	1797.1	0.812	70.821	31.5952	0.8915	0.97	11.2059	8.6595	0.2762	0.2802	0.1506	0.4841	0.0511	-0.0185	-0.023	-0.0617	0.0461	0.0214
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5910.5	2843.6	0.8119	89.5268	34.4049	0.9504	0.9929	11.8417	9.6462	0.3322	0.3201	0.1639	0.5549	0.078	-0.0326	-0.0312	-0.0799	0.0208	0.0203
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6129.6	1189.2	0.8119	73.0318	31.5248	0.9235	0.9981	11.5704	7.9342	0.3357	0.3306	0.2135	0.4587	0.0523	-0.0241	-0.026	-0.0658	0.0425	0.0213
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5767.6	1517.1	0.8119	24.4645	19.163	0.8372	0.9408	6.7186	5.156	0.3481	0.3481	0.2264	0.4994	0.0707	-0.0245	-0.0269	-0.0658	0.0192	0.0214
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6128.9	994.12	0.8119	72.4236	31.0146	0.9461	1	10.9243	8.1642	0.2723	0.2696	0.1548	0.5361	0.0491	-0.0178	-0.0187	-0.0536	0.0309	0.0165
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5614.9	1470.5	0.8119	48.7521	25.5295	0.94	1	9.03	6.6458	0.3439	0.3465	0.1831	0.4586	0.062	-0.0397	-0.0426	-0.0698	0.0038	0.0195
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5649.5	1140.7	0.8119	53.5904	26.4953	0.9593	1	9.4014	7.5428	0.2519	0.2481	0.1515	0.4266	0.0573	-0.0084	-0.0109	-0.0484	0.0305	0.018
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5677.4	1444.4	0.8118	55.7537	26.8481	0.972	1	8.8764	8.3012	0.3348	0.3336	0.2076	0.4758	0.0718	-0.0278	-0.026	-0.0685	0.0209	0.0161
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5480.6	1394.8	0.8118	39.4433	22.7841	0.9548	0.9927	7.7459	6.7787	0.3157	0.3164	0.2208	0.4293	0.0473	-0.0206	-0.0204	-0.0504	0.0097	0.0154
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5615.3	1760.6	0.8118	71.6992	30.7074	0.9555	1	10.9795	8.6661	0.2589	0.2612	0.1594	0.3342	0.0407	-0.0107	-0.0111	-0.0485	0.0588	0.0176
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5638.8	2135.7	0.8118	52.3426	26.0082	0.9724	1	8.9246	7.6125	0.37	0.3623	0.2556	0.4822	0.0555	-0.0304	-0.0304	-0.0646	-0.0059	0.0111
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6014.6	2107.8	0.8117	40.3294	23.3841	0.9268	0.9941	8.4417	6.0498	0.4351	0.4366	0.3223	0.5107	0.0456	-0.0246	-0.0253	-0.0605	0.0179	0.018
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5929.4	2689.6	0.8117	56.9854	27.549	0.9435	1	10.1648	7.4152	0.2902	0.2837	0.1143	0.5515	0.081	-0.0055	-0.0083	-0.0592	0.0527	0.0241
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6231.9	1303.4	0.8116	89.3296	34.01	0.9705	0.9976	11.4823	9.9087	0.308	0.3076	0.1398	0.4502	0.057	-0.0248	-0.0271	-0.0577	0.0183	0.0138
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5470.1	1513.6	0.8116	73.6929	30.8975	0.97	1	10.6809	9.0952	0.3956	0.4004	0.2385	0.5497	0.0716	-0.0357	-0.0377	-0.0672	0.0152	0.0155
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5558.4	2030.1	0.8115	94.0693	34.8861	0.9713	1	11.7966	10.1793	0.3159	0.2994	0.175	0.4808	0.0677	-0.0409	-0.0409	-0.0891	0.024	0.02
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5714.9	2546.1	0.8114	68.7738	29.8399	0.9706	1	10.2046	8.5503	0.4026	0.4059	0.2079	0.5842	0.074	-0.0381	-0.0409	-0.0751	0.0148	0.018
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6365.4	2242.1	0.8114	43.737	24.212	0.9376	0.9912	8.275	7.0052	0.4984	0.4886	0.1354	0.7744	0.1513	-0.02	-0.0263	-0.0651	0.0597	0.0328
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6273.5	2481.3	0.8114	101.8564	37.255	0.9222	0.9998	13.8771	9.5642	0.3482	0.3459	0.1817	0.5328	0.074	-0.0348	-0.0351	-0.0734	0.0272	0.0182
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5108.9	1598.7	0.8113	35.5771	22.219	0.9056	0.9742	7.5011	6.4443	0.2669	0.2584	0.0907	0.4978	0.0975	0.0034	-0	-0.0409	0.0491	0.024
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5383	1730.2	0.8113	67.2394	30.0116	0.9381	1	10.8468	7.7889	0.3428	0.3445	0.1884	0.4913	0.0636	-0.0348	-0.0359	-0.0638	0.01	0.0158
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6248.2	2062.7	0.8112	52.7852	26.2939	0.9594	1	9.2424	7.635	0.357	0.3622	0.1876	0.5644	0.0718	-0.0385	-0.0404	-0.0785	0.0285	0.0201
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6227.1	1928	0.8112	45.4337	24.5357	0.9484	1	8.6706	6.8242	0.3585	0.3524	0.2429	0.552	0.0605	-0.0217	-0.0251	-0.0512	0.0247	0.0163
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5139.2	1705	0.8112	103.8818	37.0151	0.9528	0.9963	13.0319	10.052	0.3149	0.3129	0.2056	0.4205	0.0505	-0.0286	-0.0301	-0.0721	0.0281	0.0185
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5792.3	2708.6	0.8111	54.0924	27.0835	0.9267	0.9948	9.5771	6.8338	0.3111	0.3169	0.1756	0.4094	0.0538	-0.0161	-0.0148	-0.0546	0.0158	0.0141
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5995.7	1414	0.811	77.8736	32.0449	0.953	1	11.3886	8.7949	0.3901	0.38	0.2195	0.6288	0.0803	-0.0396	-0.0393	-0.0944	0.009	0.0203
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5752	2034.7	0.811	52.6261	26.7327	0.9254	1	9.8331	6.6992	0.536	0.5277	0.3548	0.9473	0.0934	-0.0686	-0.0735	-0.0993	0.0434	0.0207
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6071	2130.6	0.8108	40.9685	23.2646	0.9512	1	8.0502	6.5179	0.3362	0.3264	0.1441	0.5333	0.1051	-0.0177	-0.0137	-0.0873	0.0407	0.0269
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6178.6	2046.8	0.8107	40.6874	24.2287	0.871	0.9796	8.8716	5.5238	0.4666	0.4728	0.274	0.6843	0.1064	-0.0515	-0.0556	-0.0842	0.0107	0.0195
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5303.5	1418.3	0.8107	44.3124	23.996	0.9671	1	8.3098	6.9258	0.2913	0.2878	0.196	0.4014	0.038	-0.0152	-0.0187	-0.0391	0.0302	0.0143
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6086.4	1071.9	0.8107	39.4247	23.1586	0.9237	0.9911	8.3034	6.5784	0.3341	0.3451	0.1199	0.4657	0.0756	-0.0135	-0.0172	-0.0414	0.0358	0.0198
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5902.6	1230.4	0.8107	90.8902	35.2599	0.9187	1	13.1756	8.6497	0.2868	0.2798	0.0934	0.5028	0.077	-0.0174	-0.0192	-0.0688	0.0589	0.0194
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5057.1	1391.1	0.8106	125.2785	40.59	0.9555	1	14.4622	11.1552	0.3115	0.3125	0.1901	0.445	0.0513	-0.0252	-0.0263	-0.0547	0.0124	0.0128
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5987.7	1506.6	0.8106	115.6477	38.7117	0.9698	1	13.2633	10.9835	0.3738	0.3794	0.2163	0.5565	0.0779	-0.0448	-0.0451	-0.0809	0.0176	0.0183
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6385	2031.2	0.8106	66.3644	29.5198	0.957	1	10.4151	7.9649	0.3569	0.3507	0.1868	0.4892	0.0648	-0.0279	-0.0269	-0.0707	0.0229	0.0189
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5819.4	2790.5	0.8106	49.529	25.7174	0.9411	1	9.2734	7.1731	0.3321	0.3331	0.1827	0.7101	0.078	-0.0214	-0.0249	-0.0675	0.0417	0.022
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5715.4	1623.3	0.8106	63.4251	28.8581	0.9571	1	10.2921	8.1593	0.3825	0.3881	0.2004	0.5302	0.0646	-0.0358	-0.0396	-0.0686	0.0677	0.0204
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5736.9	1780.3	0.8106	66.371	29.412	0.9641	1	9.8575	8.9968	0.3453	0.3076	0.1395	0.7925	0.1262	-0.0311	-0.0302	-0.1017	0.0364	0.0259
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5559.9	2064.1	0.8105	78.1844	32.0113	0.9588	0.9973	11.0605	8.9202	0.3584	0.3531	0.1875	0.531	0.0639	-0.0367	-0.0368	-0.0738	0.0294	0.0172
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6225.7	1702.3	0.8105	69.3601	30.1307	0.9601	0.9939	10.028	8.6117	0.357	0.3661	0.1617	0.504	0.0739	-0.0158	-0.0193	-0.0558	0.0509	0.0189
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5308.4	1800.5	0.8105	38.7793	22.7932	0.938	1	7.9399	6.1077	0.2744	0.2737	0.1652	0.5739	0.0589	-0.0132	-0.0131	-0.0498	0.056	0.0171
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6265.1	2374.9	0.8103	54.1604	26.6931	0.9552	1	9.3188	7.3373	0.2697	0.2606	0.129	0.4148	0.0574	-0.0147	-0.016	-0.0524	0.0392	0.0193
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6257.3	1402.2	0.8103	104.0017	36.787	0.9657	0.9993	12.621	10.4958	0.3973	0.3866	0.2414	0.5776	0.0675	-0.0416	-0.0428	-0.0687	-0.0043	0.0123
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5973.9	2476.4	0.8103	41.0964	23.7937	0.9122	0.9728	8.2131	6.9399	0.3105	0.3163	0.1761	0.4795	0.0716	-0.0214	-0.0228	-0.0673	0.0198	0.0191
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6252.2	2303.2	0.8103	56.8578	27.3438	0.9556	1	9.3389	7.6239	0.2496	0.2449	0.1593	0.4186	0.044	-0.0077	-0.0084	-0.0413	0.0369	0.0178
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6221.9	2106.8	0.8103	51.1876	25.8535	0.9624	1	8.7352	7.5634	0.4302	0.4193	0.2238	0.682	0.0998	-0.0258	-0.0282	-0.0651	0.0148	0.0173
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5229.8	1892.2	0.8102	46.3521	25.1969	0.9175	0.9807	8.5214	6.8649	0.3801	0.3548	0.1235	0.5837	0.121	-0.0307	-0.0356	-0.1	0.0483	0.0322
