Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Detection probability	Area µm^2	Length µm	Circularity	Solidity	Max diameter µm	Min diameter µm	Hematoxylin: Mean	Hematoxylin: Median	Hematoxylin: Min	Hematoxylin: Max	Hematoxylin: Std.Dev.	DAB: Mean	DAB: Median	DAB: Min	DAB: Max	DAB: Std.Dev.
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5941.3	1792.2	0.9283	105.4687	37.3627	0.9494	0.9957	12.6827	10.6584	0.2726	0.2864	0.0702	0.478	0.084	-0.0196	-0.0254	-0.0989	0.0731	0.0343
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6092.4	2351.1	0.9282	63.7299	29.1521	0.9424	1	10.6249	7.7486	0.3015	0.2945	0.156	0.5135	0.0724	-0.0255	-0.0264	-0.0708	0.035	0.0199
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5738.8	2555.7	0.9279	110.2551	37.69	0.9753	1	12.4892	11.3169	0.3355	0.3547	0.0747	0.4676	0.0718	-0.0278	-0.0315	-0.0667	0.054	0.0222
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5988.8	2358.4	0.9277	116.1795	38.7372	0.9729	0.9978	13.0377	11.8104	0.3116	0.3121	0.1168	0.5108	0.0712	-0.0197	-0.0243	-0.0658	0.0605	0.0248
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5525.3	1768.8	0.9274	96.7237	35.3886	0.9705	1	11.9983	10.1067	0.3754	0.3942	0.1294	0.6223	0.1	-0.0363	-0.043	-0.0818	0.0438	0.0291
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6160.9	1699.7	0.9273	197.9216	50.6864	0.9681	1	17.1683	14.5507	0.3863	0.4037	0.1646	0.4973	0.0636	-0.0605	-0.0646	-0.1037	0.021	0.0204
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5993.5	1662.2	0.9269	136.9825	41.9696	0.9772	1	13.9715	12.584	0.3015	0.3036	0.1297	0.4654	0.0688	-0.0267	-0.0295	-0.0866	0.0396	0.0262
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5967.6	2222.6	0.9267	89.4438	34.2151	0.9601	0.998	11.803	9.6324	0.3009	0.3171	0.0963	0.4837	0.087	-0.0238	-0.0279	-0.08	0.0573	0.0311
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5923.7	1784.6	0.9262	122.4552	39.8071	0.9711	1	13.4476	11.2721	0.2861	0.3004	0.1125	0.4482	0.0716	-0.0305	-0.0387	-0.1019	0.0467	0.0279
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6262	1591.3	0.9258	114.8592	38.7474	0.9614	1	13.5854	10.5201	0.3435	0.3631	0.0841	0.478	0.0778	-0.0281	-0.0326	-0.0837	0.0411	0.028
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5624.8	1843.9	0.9253	102.1817	36.7653	0.95	1	13.0536	9.5974	0.278	0.2862	0.0935	0.3818	0.0603	-0.0186	-0.0245	-0.0632	0.0611	0.027
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5659.5	2432.6	0.9253	105.2494	37.4564	0.9427	1	13.5897	9.6617	0.3922	0.4086	0.1281	0.5565	0.0866	-0.0422	-0.0485	-0.0851	0.0407	0.0253
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6406.2	1935.6	0.9251	76.4968	31.3444	0.9784	1	10.3171	9.7096	0.3343	0.3455	0.0992	0.5622	0.1027	-0.0302	-0.0323	-0.0891	0.0492	0.0282
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6193.6	1642.6	0.9249	88.9974	33.9404	0.9709	1	11.8678	10.001	0.3073	0.3085	0.1503	0.4547	0.0677	-0.033	-0.0359	-0.0806	0.0427	0.0204
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6254.9	2198.7	0.9248	82.0604	33.1112	0.9406	0.9949	11.7527	8.5605	0.3237	0.3427	0.0818	0.4991	0.0947	-0.0223	-0.0256	-0.0655	0.0786	0.0266
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6050.5	1980.3	0.9244	148.3803	43.8392	0.9702	1	14.9119	12.3493	0.456	0.4563	0.1065	0.8539	0.1485	-0.0643	-0.0681	-0.1388	0.0326	0.0362
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5467.6	2062.2	0.9241	122.199	39.6917	0.9747	1	13.0159	11.9308	0.3686	0.3905	0.0889	0.6186	0.0982	-0.0355	-0.042	-0.0735	0.0565	0.0278
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6446.9	2173	0.9239	79.6744	32.1343	0.9696	1	10.998	9.0275	0.3605	0.3707	0.1419	0.6404	0.103	-0.0335	-0.0383	-0.0795	0.0335	0.0269
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5768.5	2896.7	0.9238	57.1756	27.4548	0.9532	1	9.8059	7.877	0.3776	0.3924	0.0964	0.6987	0.1361	-0.0452	-0.0537	-0.1029	0.039	0.0358
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5491.4	2184.7	0.9237	204.1718	51.5216	0.9666	0.9985	17.6132	14.418	0.3049	0.3119	0.1301	0.4153	0.0553	-0.0393	-0.0424	-0.084	0.0425	0.0224
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5991.3	1955.8	0.9234	86.0416	33.4058	0.9689	1	11.5961	9.6233	0.2753	0.2795	0.1361	0.3746	0.0448	-0.0253	-0.0286	-0.0541	0.0473	0.0197
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6207.3	2111.5	0.9231	84.4414	33.4495	0.9484	0.9984	11.884	8.8014	0.2848	0.2962	0.1308	0.4181	0.0639	-0.0226	-0.0277	-0.0805	0.0503	0.0234
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5717.7	2114	0.9229	96.207	35.2888	0.9708	1	12.1583	10.3387	0.3369	0.3151	0.1237	0.517	0.0955	-0.0316	-0.0348	-0.0896	0.0421	0.0233
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5732.6	1528.4	0.9227	72.0097	30.551	0.9695	1	10.3902	8.8971	0.3069	0.311	0.1611	0.4032	0.0571	-0.0248	-0.0263	-0.0575	0.0212	0.0187
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5734.3	2155.2	0.9225	81.9374	32.5894	0.9695	1	11.0983	9.382	0.2874	0.2956	0.1115	0.405	0.0575	-0.0202	-0.0224	-0.0634	0.0367	0.0197
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6260.5	2217.3	0.9224	77.7265	31.6298	0.9763	1	10.4616	9.5155	0.289	0.3012	0.1213	0.4106	0.0563	-0.0187	-0.0219	-0.0515	0.039	0.0185
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5861.7	2463.7	0.9222	62.4412	28.5924	0.9598	0.998	9.978	8.1905	0.286	0.2834	0.1422	0.4871	0.0735	-0.018	-0.0212	-0.0578	0.0363	0.0214
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6042.2	2570.2	0.922	69.5449	30.181	0.9594	1	10.8548	8.5125	0.4009	0.419	0.1602	0.5853	0.1111	-0.0354	-0.0392	-0.0709	0.0228	0.0253
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6070.5	2164.2	0.9217	128.835	40.8548	0.97	1	14.1407	11.6998	0.2666	0.2707	0.1186	0.4603	0.0583	-0.0176	-0.0226	-0.0546	0.0563	0.0224
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6204.6	1722.3	0.9216	150.4047	44.3268	0.9619	0.9966	14.799	13.2173	0.3549	0.3666	0.1659	0.4979	0.0758	-0.0497	-0.0509	-0.1127	0.0208	0.0261
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6336.2	1926.9	0.9211	106.6821	37.1061	0.9737	1	12.7636	10.9263	0.4394	0.4142	0.1616	0.7957	0.126	-0.0618	-0.0647	-0.1061	0.0151	0.0256
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6152.8	1769.8	0.921	125.7878	40.3678	0.97	1	13.7149	11.7731	0.3119	0.322	0.0931	0.5846	0.0892	-0.0297	-0.037	-0.0825	0.0616	0.0276
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5818.1	2394.9	0.921	77.9797	31.7751	0.9705	1	10.889	9.0961	0.4261	0.4296	0.2109	0.6066	0.0926	-0.0368	-0.0425	-0.0741	0.0384	0.024
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6045.3	2333.7	0.9204	72.238	30.6307	0.9675	1	10.5122	8.7037	0.3641	0.3793	0.183	0.5221	0.0765	-0.0401	-0.0418	-0.0718	0.0016	0.0166
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6056.6	1691.9	0.9203	93.0327	35.2992	0.9382	1	12.7148	9.0039	0.2867	0.2921	0.0963	0.4375	0.0642	-0.0232	-0.0278	-0.0709	0.06	0.0265
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5743.4	2877	0.9203	90.688	34.7643	0.943	1	12.5032	9.1887	0.3846	0.3993	0.1009	0.5906	0.1041	-0.0293	-0.0341	-0.0771	0.039	0.0289
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6108.7	2339.6	0.9202	72.4948	30.6534	0.9695	1	10.7105	8.8844	0.3174	0.3353	0.1065	0.4581	0.0755	-0.0122	-0.0127	-0.0641	0.0555	0.0224
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5962	2727	0.9201	108.7738	37.5872	0.9675	0.9983	12.9676	10.875	0.3372	0.3626	0.0847	0.5549	0.1072	-0.0278	-0.038	-0.0804	0.0723	0.0331
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5444.8	1855.5	0.92	124.6331	40.0567	0.9761	1	13.2117	12.1748	0.2824	0.2939	0.0773	0.4878	0.0829	-0.0087	-0.0145	-0.0594	0.0737	0.027
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5332.5	2104.9	0.9199	116.3773	38.7715	0.9729	1	12.8359	11.5759	0.3878	0.39	0.1392	0.5723	0.0896	-0.0411	-0.0403	-0.0998	0.044	0.026
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5794.5	1920.9	0.9197	90.2776	34.0155	0.9805	1	11.4907	10.2317	0.2473	0.251	0.1013	0.3613	0.0515	-0.0118	-0.0198	-0.0635	0.0508	0.0242
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5673.5	2942.1	0.9197	102.5596	36.5359	0.9655	1	12.84	10.3171	0.3529	0.3679	0.0733	0.5404	0.1008	-0.0311	-0.0353	-0.1	0.0502	0.0298
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6015.7	2386.1	0.9196	65.3877	29.2154	0.9627	0.9954	10.0989	8.3303	0.3373	0.3482	0.1884	0.4404	0.0624	-0.0162	-0.0197	-0.0598	0.0393	0.0206
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6190.3	2256.7	0.9193	110.5223	37.6937	0.9775	1	12.5698	11.4534	0.3625	0.3958	0.0732	0.5775	0.1051	-0.0213	-0.025	-0.0856	0.0655	0.029
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5308.9	1198.8	0.9189	93.9414	34.9384	0.9671	1	12.1309	9.8402	0.2326	0.2425	0.0709	0.3417	0.0533	0.0013	-0.0034	-0.0373	0.063	0.0227
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5248.5	2069.5	0.9189	86.0995	36.4083	0.8162	1	13.6062	7.8938	0.2778	0.2987	0.0938	0.3963	0.0636	-0.0233	-0.0292	-0.0637	0.0539	0.0238
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5978.2	1723.8	0.9188	132.4376	41.3177	0.9749	1	13.8975	12.6597	0.2965	0.2931	0.1064	0.5412	0.0891	-0.0308	-0.0333	-0.1014	0.045	0.0301
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5860.1	1592	0.9187	71.2786	30.3612	0.9717	1	10.0369	8.9157	0.3174	0.3175	0.1331	0.458	0.0644	-0.0219	-0.0233	-0.0483	0.0242	0.0149
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5897.8	1878.5	0.9184	104.4118	36.6094	0.979	1	12.2301	11.1754	0.2295	0.2327	0.1129	0.3504	0.0456	-0.0112	-0.015	-0.0615	0.0471	0.024
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5555.8	1931	0.9181	80.0253	32.2753	0.9654	1	10.8578	9.4963	0.2867	0.2866	0.0892	0.5866	0.0774	-0.0107	-0.0113	-0.0706	0.0612	0.0241
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6269	2240	0.9181	74.4961	31.3659	0.9515	1	11.2921	8.6165	0.3303	0.3281	0.097	0.5628	0.1061	-0.0199	-0.024	-0.056	0.0551	0.0227
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6096.9	2267.9	0.918	84.0631	33.2696	0.9544	0.9984	11.6924	8.9385	0.3549	0.3655	0.1775	0.6814	0.0838	-0.0396	-0.0422	-0.0814	0.0098	0.0194
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6172.8	1945.4	0.9179	192.7038	49.7669	0.9777	1	16.5403	14.7497	0.2948	0.2927	0.1744	0.4321	0.0482	-0.0385	-0.0394	-0.0849	0.0153	0.0185
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6461.9	2135.6	0.9179	85.7652	33.4022	0.966	1	11.8463	9.4772	0.332	0.3351	0.1202	0.5178	0.0874	-0.0331	-0.0375	-0.0847	0.0436	0.0242
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6277	2148.5	0.9179	111.8603	38.0886	0.9689	1	13.0226	10.8349	0.259	0.2699	0.1249	0.4511	0.0512	-0.0156	-0.0191	-0.0478	0.0349	0.0179
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5585.7	1749.4	0.9173	83.3597	32.9771	0.9633	1	11.3058	9.3644	0.3425	0.3526	0.1107	0.4856	0.07	-0.033	-0.0389	-0.0751	0.0335	0.0223
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5261.5	2081.8	0.9172	118.1124	39.2907	0.9615	1	13.7742	10.7178	0.297	0.3034	0.0959	0.4455	0.0716	-0.0178	-0.0219	-0.0614	0.0543	0.0266
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5670.7	2179.9	0.9172	128.6972	40.8117	0.971	1	13.8815	11.9593	0.3885	0.3847	0.1725	0.5342	0.068	-0.0348	-0.0342	-0.0862	0.032	0.0218
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6058.9	1462.8	0.917	70.4225	30.5143	0.9504	0.997	10.9817	8.39	0.3256	0.3275	0.1551	0.6011	0.0709	-0.0204	-0.0204	-0.0687	0.025	0.0199
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6061.2	1797.9	0.9169	133.6506	41.6356	0.9688	1	14.2853	12.0278	0.3196	0.3276	0.123	0.4865	0.0726	-0.0355	-0.0418	-0.082	0.0361	0.0273
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5876.4	2077.6	0.9168	115.954	38.6476	0.9756	1	13.2236	11.3139	0.291	0.2855	0.1287	0.5219	0.0683	-0.0311	-0.0346	-0.0802	0.0438	0.0225
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6139.7	1802.9	0.9167	73.0879	30.7383	0.9721	1	10.2899	8.9961	0.4169	0.4048	0.2246	0.665	0.1013	-0.0489	-0.0522	-0.0994	0.0243	0.028
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5514.4	1183.7	0.9164	120.5413	40.0782	0.943	0.9988	14.5266	10.5879	0.2809	0.2911	0.1174	0.4466	0.0651	-0.018	-0.0216	-0.0691	0.0492	0.025
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6078.6	2304.6	0.9163	129.7418	41.1956	0.9607	1	14.3806	11.2084	0.3282	0.3314	0.1678	0.5475	0.0763	-0.0261	-0.0274	-0.0765	0.0399	0.0215
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6264.5	1631	0.9161	126.7953	40.5291	0.97	1	14.0164	11.7152	0.3164	0.3062	0.1111	0.5193	0.0899	-0.0301	-0.0326	-0.096	0.0453	0.0286
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6045.2	2412.9	0.9158	94.0114	34.9725	0.9659	1	12.3534	9.797	0.2989	0.2978	0.1279	0.4566	0.0657	-0.0168	-0.0167	-0.0629	0.0538	0.0211
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5877.7	1315.3	0.9155	160.8549	46.4079	0.9386	1	16.8246	11.7476	0.3001	0.335	0.0657	0.4906	0.1072	-0.0112	-0.0196	-0.0668	0.0796	0.0315
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6174	2340.1	0.9154	74.8554	31.3158	0.9592	1	10.7625	8.6981	0.3289	0.3339	0.1561	0.4757	0.0582	-0.0306	-0.032	-0.0684	0.0217	0.0192
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5876.5	2543.9	0.9153	57.3835	27.3689	0.9627	0.9953	9.0736	8.1339	0.3611	0.3573	0.1741	0.5492	0.0864	-0.0267	-0.0274	-0.064	0.0185	0.0169
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6096.2	2242.7	0.9152	114.7903	38.7115	0.9626	1	13.5374	10.7525	0.37	0.366	0.1344	0.6119	0.0981	-0.0392	-0.0419	-0.0905	0.038	0.0278
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6318.5	2254.4	0.9152	83.7514	33.1119	0.9599	1	11.6106	9.3935	0.2939	0.2963	0.104	0.4695	0.0713	-0.0095	-0.0126	-0.0614	0.0571	0.0237
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5838.1	2820.1	0.915	124.8512	40.1706	0.9723	1	13.74	11.4495	0.3229	0.3436	0.0665	0.4952	0.0801	-0.0188	-0.026	-0.0612	0.0508	0.0249
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5721.8	2210.2	0.915	66.7518	29.3839	0.9715	1	9.8547	8.7447	0.3324	0.3355	0.1496	0.4669	0.0693	-0.0208	-0.02	-0.0619	0.0275	0.0189
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5844.6	2674.3	0.9147	84.8912	33.0865	0.9745	1	11.2221	9.6702	0.3319	0.3469	0.1355	0.5171	0.0817	-0.019	-0.0192	-0.0604	0.03	0.022
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5883.1	1471.6	0.9147	120.6133	39.7858	0.9575	0.9974	14.0707	10.991	0.3827	0.406	0.1118	0.6596	0.1041	-0.0396	-0.0459	-0.0901	0.0396	0.0261
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6154.9	2073.2	0.9146	110.3693	37.9887	0.9611	0.9992	13.0976	10.4962	0.4047	0.4351	0.1264	0.7515	0.1358	-0.0461	-0.0534	-0.0961	0.0487	0.0299
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6081.2	1766.9	0.9146	92.2261	34.5508	0.9708	1	11.8917	10.103	0.361	0.3761	0.0863	0.5937	0.0947	-0.0298	-0.0396	-0.0712	0.0365	0.0274
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6396.7	2297.8	0.9145	63.6603	28.8898	0.9585	0.9953	10.1773	8.3732	0.348	0.3442	0.1472	0.5726	0.0933	-0.0208	-0.0226	-0.0667	0.0319	0.0241
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5665.1	1220.6	0.9143	116.839	39.1448	0.9582	1	13.9262	10.7356	0.2639	0.2686	0.0969	0.4325	0.0684	-0.0066	-0.0112	-0.0533	0.0493	0.0224
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5302.8	1722.2	0.9141	125.4358	40.3103	0.9701	1	13.9489	11.5331	0.2964	0.3005	0.1635	0.3927	0.053	-0.023	-0.025	-0.0562	0.0321	0.0175
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5909.6	1928.8	0.9141	124.6199	40.3218	0.9632	1	14.1403	11.2672	0.2723	0.2856	0.0918	0.4023	0.0621	-0.0227	-0.0296	-0.0599	0.0598	0.024
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5388.9	2114.5	0.9141	116.6294	39.1895	0.9543	1	13.7082	10.4735	0.3466	0.3332	0.0685	0.6451	0.1185	-0.0338	-0.0339	-0.1158	0.0681	0.0338
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5760.9	2527.2	0.9141	97.0057	35.2729	0.9798	1	11.7887	10.5897	0.356	0.3585	0.0694	0.561	0.0907	-0.0295	-0.0338	-0.0762	0.0376	0.0245
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	6175.8	2063.9	0.9138	107.5097	37.1336	0.9798	1	12.2238	11.1599	0.265	0.2664	0.1236	0.4273	0.055	-0.023	-0.023	-0.0641	0.024	0.0188
SLD_0000539.vsi - 20x_02	PathDetectionObject		S1	Polygon	5532.8	1907.5	0.9136	128.9733	41.9218	0.9222	0.9976	15.5193	10.4385	0.3325	0.3411	0.1245	0.4966	0.07	-0.0301	-0.034	-0.0721	0.033	0.0217
