Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Detection probability	Area µm^2	Length µm	Circularity	Solidity	Max diameter µm	Min diameter µm	Hematoxylin: Mean	Hematoxylin: Median	Hematoxylin: Min	Hematoxylin: Max	Hematoxylin: Std.Dev.	DAB: Mean	DAB: Median	DAB: Min	DAB: Max	DAB: Std.Dev.
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10482.9	1715.1	0.8796	40.4957	22.9361	0.9673	1	7.6292	6.9241	0.3992	0.4264	0.1719	0.532	0.0913	-0.034	-0.0351	-0.0787	0.0027	0.0209
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10149.3	842.19	0.8796	61.2564	28.3868	0.9553	1	10.1061	7.9478	0.3707	0.3934	0.1379	0.49	0.0748	-0.0291	-0.0357	-0.0653	0.0448	0.0255
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11278.7	2233.2	0.8795	135.314	42.0763	0.9605	1	15.0296	11.7704	0.3887	0.3822	0.2494	0.5432	0.053	-0.0443	-0.0462	-0.0734	-0.0062	0.0124
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10330.5	665.26	0.8795	127.1118	41.9665	0.907	0.9958	15.4832	9.896	0.5043	0.5072	0.25	0.7287	0.0712	-0.0629	-0.067	-0.1268	0.0204	0.0204
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10954.1	2038.8	0.8794	66.2357	29.3501	0.9662	1	9.9708	8.1797	0.3806	0.3791	0.2518	0.5528	0.0574	-0.0363	-0.0403	-0.0767	0.0242	0.0235
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10296.9	2237	0.8794	74.6169	31.0198	0.9745	1	10.3783	8.9738	0.2816	0.2903	0.1162	0.4046	0.052	-0.0224	-0.0266	-0.0484	0.0313	0.0189
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11533.7	1995.6	0.8794	80.0649	34.9367	0.8243	1	12.8557	7.6862	0.4689	0.4589	0.3174	0.6149	0.067	-0.0609	-0.0621	-0.0853	-0.014	0.0135
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10330.8	2104.1	0.8793	66.699	29.284	0.9774	1	9.8607	8.5313	0.3566	0.3572	0.1784	0.5391	0.0657	-0.036	-0.0398	-0.0699	0.0259	0.0218
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11348.2	800.31	0.8792	74.0497	30.9859	0.9692	1	10.7247	8.637	0.4219	0.4148	0.1841	0.7378	0.0996	-0.0462	-0.0478	-0.1015	0.0075	0.0274
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10438.3	554.51	0.8792	78.5107	32.0704	0.9592	1	11.381	8.7948	0.405	0.4098	0.2048	0.5223	0.0634	-0.049	-0.053	-0.1019	0.04	0.0232
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10475.4	1169.3	0.8792	75.4636	31.3022	0.9678	1	10.5513	9.0224	0.4122	0.4033	0.1946	0.5755	0.0861	-0.0425	-0.0453	-0.0852	0.0162	0.0221
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11045.1	1929.7	0.8792	55.7362	27.0425	0.9578	1	9.4104	7.5454	0.3889	0.4016	0.1462	0.5222	0.0627	-0.0476	-0.0519	-0.084	0.0289	0.0228
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10645.9	829.72	0.8792	55.4836	27.0907	0.95	0.9978	9.588	7.5128	0.4216	0.4301	0.1748	0.6141	0.1105	-0.0498	-0.0492	-0.1115	0.0196	0.0357
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10270.4	914.1	0.8792	68.7155	29.9464	0.9629	0.9995	10.3204	8.3242	0.5505	0.5662	0.2209	0.7386	0.0899	-0.0721	-0.0757	-0.0986	-0.0101	0.0199
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10732.8	1062.8	0.879	58.1622	27.7683	0.9479	1	10.0019	7.6511	0.3096	0.3248	0.1229	0.4397	0.0715	-0.0257	-0.0307	-0.0703	0.0301	0.0221
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10558.5	790.37	0.879	63.1069	28.8637	0.9519	1	10.0437	7.708	0.5068	0.5071	0.2537	0.7136	0.0914	-0.0685	-0.0741	-0.1081	0.0114	0.026
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11383.6	1509.6	0.879	42.6096	23.5517	0.9653	1	7.9764	6.9386	0.3476	0.3599	0.1821	0.5037	0.0672	-0.0395	-0.0375	-0.0808	-0.0029	0.0199
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11275.9	2301.9	0.8789	28.4074	19.9918	0.8932	0.9637	6.6591	6.0301	0.4869	0.5095	0.1315	1.0075	0.2321	-0.0623	-0.067	-0.153	0.06	0.0478
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10270	2304.1	0.8789	53.5179	26.4526	0.9611	1	9.0459	7.3448	0.3208	0.3383	0.1509	0.4425	0.0745	-0.0227	-0.0246	-0.0661	0.032	0.0213
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10920.1	662.39	0.8789	81.5107	32.5669	0.9658	1	11.3216	9.1183	0.2948	0.2935	0.2158	0.3691	0.03	-0.0252	-0.0277	-0.0626	0.0169	0.0144
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10836	1949.7	0.8788	78.4605	31.8681	0.9708	1	10.5877	9.5419	0.4605	0.4941	0.1302	0.6989	0.1243	-0.0541	-0.0636	-0.1044	0.0423	0.0306
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10707.3	2223.6	0.8788	156.1772	44.9275	0.9723	0.9984	14.7707	13.2763	0.4354	0.4358	0.2902	0.5827	0.0576	-0.0506	-0.0511	-0.0829	0.0061	0.0136
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10681.3	457.73	0.8787	81.5839	32.3265	0.9811	1	10.6479	9.8884	0.3532	0.3629	0.2072	0.4506	0.0494	-0.0397	-0.0443	-0.0747	0.0076	0.019
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10886.2	898.31	0.8787	88.0219	33.6885	0.9746	1	11.3695	9.9963	0.4394	0.444	0.2509	0.6264	0.074	-0.0559	-0.0584	-0.1004	0.0139	0.0231
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10712.2	411.41	0.8787	48.9855	25.2668	0.9642	1	8.481	7.4504	0.3221	0.3252	0.1279	0.4994	0.0956	-0.0248	-0.0237	-0.0769	0.0305	0.0288
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11023.9	791.52	0.8787	129.6675	41.1098	0.9642	1	14.192	11.292	0.37	0.3752	0.1986	0.5392	0.0597	-0.0437	-0.0476	-0.0795	0.0322	0.0181
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10552.8	1730.8	0.8786	114.6791	38.4625	0.9741	1	12.8206	11.4615	0.3738	0.377	0.2289	0.5004	0.0485	-0.0419	-0.0425	-0.0772	0.0099	0.0138
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10414.1	1341.3	0.8786	66.5208	29.3393	0.9711	1	10.0269	8.5751	0.4139	0.4115	0.2929	0.5302	0.0508	-0.0441	-0.0457	-0.0749	-0.0021	0.0134
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10910.5	2080.8	0.8786	69.9639	30.1744	0.9656	1	10.5504	8.9177	0.403	0.4201	0.1216	0.6004	0.0985	-0.0353	-0.0365	-0.0889	0.0474	0.0304
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10570.2	571.48	0.8785	94.2796	36.1687	0.9057	0.9973	13.4336	8.5517	0.3424	0.3399	0.1818	0.5352	0.0594	-0.034	-0.035	-0.0663	0.0135	0.0158
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10618	595.12	0.8785	84.5071	33.1897	0.964	1	11.4652	9.1889	0.4028	0.3913	0.2071	0.7282	0.087	-0.0397	-0.0436	-0.0829	0.0198	0.0234
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10379.7	2288.8	0.8785	84.2833	33.0839	0.9677	1	11.1794	9.9868	0.4456	0.4586	0.1736	0.6439	0.11	-0.0551	-0.0574	-0.1079	0.0066	0.026
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10647	2130.1	0.8785	41.2411	23.3205	0.9529	0.9962	7.8459	6.8424	0.4874	0.5019	0.1324	0.812	0.1829	-0.0578	-0.0595	-0.14	0.0362	0.0435
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11511	1750.1	0.8785	60.893	28.1772	0.9638	1	9.5315	7.8682	0.4922	0.4889	0.2518	0.7261	0.0984	-0.0739	-0.0732	-0.1287	-0.0138	0.0245
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10686.2	522.38	0.8784	91.0254	34.7503	0.9472	1	12.6523	9.329	0.2619	0.2746	0.1344	0.3436	0.0415	-0.0199	-0.0245	-0.0499	0.0486	0.0186
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10846.5	2143.5	0.8784	63.4015	28.6398	0.9713	1	9.8044	8.4573	0.3334	0.3299	0.2328	0.4496	0.0441	-0.0393	-0.0398	-0.0788	0.005	0.0161
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10433.8	655.17	0.8784	75.9526	32.0985	0.9264	0.9978	11.8536	8.1764	0.3697	0.3699	0.1681	0.5351	0.0737	-0.0338	-0.0381	-0.0825	0.0261	0.0248
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11151.1	2259.5	0.8784	89.2911	34.4708	0.9443	0.9981	11.9266	9.3341	0.3701	0.3988	0.1176	0.5308	0.0919	-0.0383	-0.0462	-0.0824	0.0422	0.0258
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11421.1	1861.6	0.8783	50.9107	25.8044	0.9608	1	8.84	7.2459	0.3629	0.3698	0.1856	0.5026	0.0704	-0.0284	-0.0281	-0.0755	0.0261	0.024
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10741.9	528.27	0.8783	108.7394	37.4928	0.9721	1	12.6479	10.8063	0.345	0.3267	0.1957	0.5628	0.0844	-0.0344	-0.0344	-0.0847	0.0228	0.0222
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11195.3	1800.6	0.8783	122.9607	39.8217	0.9744	1	13.3267	12.0362	0.4406	0.421	0.2413	0.8683	0.1069	-0.0477	-0.0477	-0.1396	0.0331	0.0268
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11190.9	1891.1	0.8783	73.9513	31.1981	0.9548	1	11.21	8.4301	0.366	0.361	0.1034	0.5887	0.101	-0.0303	-0.0366	-0.0874	0.0497	0.0306
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11043.4	490	0.8782	84.3676	32.9768	0.9749	1	10.9887	9.981	0.3746	0.3761	0.2821	0.4362	0.0279	-0.0418	-0.0431	-0.0658	0.0022	0.0126
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11078.6	1938.6	0.8782	86.3161	33.4482	0.9695	1	11.4677	9.6793	0.5118	0.5352	0.2301	0.7337	0.1022	-0.0621	-0.0654	-0.0988	0.0193	0.0191
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10832.2	2182.5	0.8781	74.2217	30.9691	0.9725	1	10.5577	9.2348	0.388	0.3815	0.1861	0.5817	0.0724	-0.044	-0.0485	-0.0798	0.0166	0.0194
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11342.2	740.11	0.8781	51.7784	26.2602	0.9435	1	9.3351	6.903	0.3469	0.3521	0.1874	0.491	0.0638	-0.038	-0.0398	-0.078	0.0187	0.0191
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10615	608.29	0.8781	100.2567	35.9633	0.9741	1	11.9879	10.8343	0.3009	0.2953	0.188	0.4745	0.0466	-0.025	-0.0277	-0.0648	0.0292	0.0187
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11435.7	1950.2	0.8781	87.7606	33.8633	0.9617	0.9944	11.4268	9.7804	0.4673	0.4871	0.1561	0.6711	0.1031	-0.0578	-0.0658	-0.0952	0.0112	0.0248
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11127.3	730.22	0.8781	98.4359	35.5803	0.9771	1	11.8674	10.4505	0.3485	0.3441	0.1718	0.5052	0.0547	-0.0422	-0.0449	-0.0827	0.0199	0.018
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10470.5	980.29	0.8781	45.7899	24.8515	0.9317	0.987	8.7465	7.2796	0.364	0.3459	0.1912	0.6307	0.0858	-0.0378	-0.0412	-0.0905	0.0245	0.025
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10239.3	1696.6	0.878	139.8717	42.4244	0.9766	0.9985	14.0738	12.6913	0.4532	0.4623	0.1044	0.6566	0.1107	-0.0557	-0.0566	-0.1005	0.0281	0.022
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10655.7	938.6	0.878	39.2481	22.9974	0.9325	0.9902	8.0074	6.5854	0.4053	0.4208	0.13	0.7037	0.1343	-0.0367	-0.036	-0.0969	0.0558	0.0362
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10863	547.26	0.8779	76.4039	31.2862	0.9809	1	10.3794	9.6365	0.378	0.3934	0.1813	0.4941	0.0643	-0.044	-0.0445	-0.082	0.0124	0.0211
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11143.9	1142.1	0.8779	90.1364	34.243	0.966	1	11.8042	10.0193	0.3491	0.3476	0.2454	0.5119	0.0546	-0.039	-0.0401	-0.0794	0.0026	0.0158
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11403.5	1038.4	0.8778	59.5955	27.923	0.9605	1	9.8331	8.0656	0.3548	0.3587	0.1266	0.5673	0.0819	-0.0416	-0.044	-0.0837	0.0296	0.0259
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11052.4	2383.1	0.8778	42.3699	23.5306	0.9616	0.9966	7.9812	6.8965	0.3466	0.3366	0.1665	0.6469	0.0991	-0.0374	-0.0358	-0.1199	0.0338	0.0347
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10494.6	2407.6	0.8777	81.2632	32.4083	0.9723	1	11.1496	9.8249	0.5359	0.5576	0.141	0.77	0.1241	-0.0616	-0.0676	-0.097	0.0214	0.0236
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10829.1	792.43	0.8777	130.1899	41.1993	0.9638	1	14.0728	11.3483	0.4008	0.4091	0.1411	0.6055	0.0742	-0.0475	-0.0478	-0.0969	0.0352	0.0221
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10891.7	2054	0.8777	76.1063	31.3131	0.9754	1	10.5914	9.202	0.2907	0.2964	0.1238	0.4023	0.0546	-0.0203	-0.0242	-0.0732	0.0443	0.0231
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10591.6	1014	0.8777	104.9394	36.8265	0.9724	1	12.1102	10.8216	0.4649	0.467	0.2393	0.7138	0.0953	-0.0611	-0.0656	-0.1157	0.0191	0.0226
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10779.9	708.93	0.8777	38.6258	22.5581	0.9539	0.9899	7.8512	6.6792	0.4324	0.4478	0.1849	0.6359	0.1154	-0.0524	-0.0559	-0.0918	0.0198	0.0295
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10972.9	2228.7	0.8776	85.0527	33.1085	0.975	1	10.9923	9.6577	0.3187	0.324	0.1252	0.4946	0.0625	-0.0268	-0.0305	-0.0685	0.0321	0.0196
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10309.9	1062.1	0.8775	123.386	40.1453	0.9621	1	13.9048	11.2875	0.4497	0.4467	0.2565	0.5928	0.0735	-0.0601	-0.062	-0.1028	0.0124	0.0205
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10721.7	1920.7	0.8775	104.458	36.7991	0.9693	1	12.6431	10.6142	0.3291	0.3305	0.2062	0.4837	0.0537	-0.0309	-0.0318	-0.0826	0.0743	0.0222
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10862.5	2076.4	0.8775	67.2816	29.6975	0.9587	0.9981	10.1541	8.3473	0.3529	0.347	0.139	0.5046	0.0596	-0.0329	-0.0359	-0.0758	0.0274	0.0197
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11374.1	785.07	0.8774	84.8184	33.5261	0.9483	1	11.9878	8.7901	0.3547	0.3562	0.2382	0.463	0.0476	-0.0415	-0.046	-0.0699	0.0173	0.0181
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11032.6	561.63	0.8774	98.9541	36.0382	0.9575	1	12.7626	9.9699	0.3496	0.354	0.1914	0.4691	0.0611	-0.0423	-0.041	-0.0853	0.0238	0.02
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10574.1	717.18	0.8774	91.6391	35.0661	0.9365	1	12.6775	8.9029	0.4467	0.4691	0.1871	0.5929	0.0859	-0.0553	-0.0601	-0.0944	0.0096	0.0244
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11272.7	2033.5	0.8774	86.0963	33.5535	0.961	0.9978	11.5342	9.2909	0.3318	0.3302	0.1016	0.4588	0.0735	-0.0234	-0.0268	-0.0664	0.0342	0.0237
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10431.7	1005.5	0.8774	57.1467	27.9389	0.92	0.9937	10.2063	7.0553	0.3901	0.3968	0.172	0.5324	0.0726	-0.0346	-0.0356	-0.0769	0.0213	0.0245
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10264	1883	0.8773	57.211	27.3884	0.9584	1	9.7452	7.9231	0.4706	0.4281	0.1301	0.8925	0.1877	-0.0544	-0.0585	-0.1278	0.0305	0.0347
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11073.3	961.41	0.8773	57.1191	27.9555	0.9185	0.9946	10.3902	6.9589	0.387	0.3907	0.2087	0.5543	0.069	-0.0434	-0.0492	-0.0857	0.0119	0.0233
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11408.4	542.12	0.8773	112.976	38.565	0.9546	0.9995	13.4379	10.3683	0.2881	0.2876	0.2174	0.366	0.0323	-0.0268	-0.0285	-0.0463	-0.0046	0.0094
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10617.6	973.41	0.8773	76.9241	31.7059	0.9616	1	11.1496	8.7307	0.4153	0.4044	0.1329	0.694	0.1154	-0.0451	-0.0493	-0.0964	0.0275	0.0257
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11427.9	1786.1	0.8772	92.2028	34.6133	0.9671	1	11.853	10.1019	0.4039	0.3823	0.1535	0.7331	0.119	-0.0388	-0.0409	-0.1315	0.0497	0.0335
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11499.1	1802.7	0.8772	61.3442	28.3212	0.9611	0.9972	9.8252	8.2419	0.3727	0.3745	0.2265	0.5083	0.0568	-0.032	-0.0365	-0.0662	0.0316	0.0207
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10282.8	1797	0.8772	114.1283	38.6569	0.9597	0.9989	13.1611	11.3077	0.3506	0.3538	0.1511	0.4682	0.0453	-0.033	-0.0371	-0.0684	0.0348	0.0187
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10634	553.75	0.8771	45.7902	24.7521	0.9392	1	8.5232	6.7445	0.3549	0.3268	0.1457	0.6487	0.1209	-0.0335	-0.0343	-0.1041	0.038	0.0295
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11368.4	1706.5	0.8771	101.7997	36.5312	0.9586	1	12.8794	9.9975	0.3466	0.3497	0.1565	0.4837	0.0445	-0.0332	-0.0336	-0.0649	0.0233	0.0165
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10897.9	2043.1	0.877	71.4387	30.9626	0.9364	0.9964	10.9956	7.9107	0.3555	0.3617	0.1686	0.5722	0.081	-0.0357	-0.0402	-0.0853	0.0416	0.0254
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10410.3	2462.5	0.877	47.5941	24.8966	0.9649	0.9951	8.229	7.4237	0.3934	0.4006	0.1841	0.5872	0.0955	-0.0392	-0.0437	-0.0832	0.0136	0.0257
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10385.5	504.23	0.8769	84.9191	33.3522	0.9593	1	11.9252	9.0778	0.3867	0.3932	0.2703	0.5496	0.0539	-0.0429	-0.0451	-0.07	-0.0024	0.0132
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10614	846.44	0.8769	76.6894	31.6586	0.9615	1	11.2764	8.9369	0.3289	0.335	0.1611	0.4788	0.0554	-0.0322	-0.0381	-0.0694	0.0508	0.0208
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10664.1	1546.4	0.8769	117.939	39.1319	0.9678	1	13.4681	11.0684	0.4484	0.4628	0.2473	0.6262	0.0742	-0.058	-0.0585	-0.0913	-0.0187	0.0137
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10810.3	679.94	0.8769	117.679	39.0433	0.9701	1	13.0744	11.5251	0.3487	0.3471	0.1733	0.4654	0.0483	-0.036	-0.0374	-0.0729	0.0138	0.0188
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11053.7	1003	0.8769	78.7967	32.1725	0.9566	1	11.332	8.77	0.4701	0.4433	0.1321	0.7327	0.116	-0.0596	-0.0617	-0.1203	0.0323	0.0292
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10902.2	558.66	0.8769	90.117	34.0728	0.9754	1	11.2737	10.1589	0.3963	0.402	0.1859	0.5303	0.066	-0.0478	-0.0522	-0.0954	0.0184	0.0245
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10535.1	1002.5	0.8767	94.6353	35.2417	0.9575	1	12.3864	9.5695	0.3723	0.3592	0.2048	0.5487	0.0688	-0.046	-0.0507	-0.0838	0.0166	0.0207
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10235.6	481.94	0.8767	124.9967	40.4627	0.9594	1	14.1804	11.0737	0.3982	0.3781	0.2156	0.6939	0.0868	-0.0484	-0.0478	-0.1025	0.0026	0.0181
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10514.5	796.09	0.8767	64.8489	29.0502	0.9656	1	10.0898	8.2077	0.3334	0.3428	0.2194	0.4168	0.0457	-0.0359	-0.0414	-0.0705	0.0274	0.0206
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10607.6	1619.9	0.8766	100.6451	36.2071	0.9647	1	12.5953	10.2961	0.3686	0.3686	0.1452	0.5336	0.0692	-0.038	-0.0409	-0.0718	0.0244	0.0172
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10542.1	2409.6	0.8766	75.0633	31.3246	0.9613	0.9967	10.56	8.9715	0.3745	0.3861	0.1053	0.6666	0.0992	-0.036	-0.0446	-0.0853	0.0668	0.031
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10486.8	1834.5	0.8765	117.9354	39.2132	0.9638	0.9984	13.5676	11.3836	0.4721	0.482	0.2586	0.6367	0.084	-0.0541	-0.0555	-0.0891	0.0274	0.0184
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11413.6	1069.6	0.8765	95.5933	35.193	0.9699	1	11.8127	10.1141	0.437	0.4428	0.1966	0.5954	0.0734	-0.0537	-0.056	-0.1076	0.0026	0.0205
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11068.5	2034.8	0.8765	76.8799	31.7263	0.9598	0.9977	11.0142	8.913	0.403	0.4076	0.1607	0.6134	0.084	-0.038	-0.0427	-0.0911	0.0216	0.0236
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10678.6	1688.4	0.8764	100.8503	36.7724	0.9372	1	13.4837	9.395	0.4018	0.4014	0.2126	0.5214	0.0462	-0.046	-0.0485	-0.0766	0.0013	0.017
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10867.7	1213.7	0.8764	81.9594	32.504	0.9748	1	10.9791	9.9008	0.3569	0.3571	0.1478	0.5713	0.0793	-0.0359	-0.0401	-0.0748	0.0399	0.0212
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11019.3	571.93	0.8764	82.3138	32.6934	0.9678	1	11.2932	9.3302	0.3633	0.3575	0.2126	0.5741	0.0519	-0.0454	-0.0464	-0.0984	0.0133	0.0195
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10894	2071.1	0.8764	68.3564	30.3916	0.93	0.9934	10.7096	7.8354	0.3235	0.3371	0.1214	0.4348	0.0743	-0.0264	-0.0289	-0.0818	0.0406	0.0284
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10935.5	1855.5	0.8763	115.3866	38.7941	0.9635	0.9979	13.4429	11.0957	0.303	0.3151	0.0948	0.4666	0.0702	-0.0237	-0.0325	-0.0682	0.0646	0.0277
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10790.3	885.75	0.8763	62.6646	28.8587	0.9455	1	10.2786	7.6539	0.4084	0.4152	0.2315	0.5703	0.0805	-0.0405	-0.0444	-0.0843	0.0175	0.0233
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10639.9	489.18	0.8762	80.9828	32.3541	0.9722	1	10.9454	9.539	0.3507	0.3607	0.1935	0.4478	0.0453	-0.0409	-0.0439	-0.0685	0.0084	0.0173
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10613	2450.2	0.8762	52.8942	26.8999	0.9186	0.9797	9.3685	7.7444	0.368	0.383	0.1064	0.5483	0.1034	-0.0352	-0.0391	-0.0874	0.0488	0.0314
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10884.3	1758.4	0.8761	74.3624	31.488	0.9425	1	11.5048	8.2632	0.434	0.436	0.1874	0.6226	0.0841	-0.0387	-0.0474	-0.0882	0.0416	0.0284
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10851.6	2001.2	0.8761	87.6409	33.5554	0.9781	1	11.1645	10.1512	0.3342	0.3516	0.1144	0.5274	0.0756	-0.0222	-0.0296	-0.0715	0.0343	0.0246
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10498.2	710.75	0.8761	106.2998	37.1925	0.9657	1	12.6967	10.8399	0.3462	0.3507	0.1999	0.5013	0.0501	-0.0296	-0.0319	-0.0748	0.0281	0.02
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10659	2189.9	0.876	74.4273	30.9319	0.9775	1	10.4788	9.4525	0.324	0.339	0.1631	0.5	0.0612	-0.0225	-0.0285	-0.0609	0.0372	0.0207
