Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Detection probability	Area µm^2	Length µm	Circularity	Solidity	Max diameter µm	Min diameter µm	Hematoxylin: Mean	Hematoxylin: Median	Hematoxylin: Min	Hematoxylin: Max	Hematoxylin: Std.Dev.	DAB: Mean	DAB: Median	DAB: Min	DAB: Max	DAB: Std.Dev.
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10346	1628.4	0.6982	64.2811	29.2275	0.9456	1	10.4665	7.9181	0.3966	0.3728	0.2751	0.6611	0.0785	-0.0464	-0.0495	-0.0872	0.0216	0.0232
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10558.6	1234.7	0.6982	23.7875	18.4917	0.8742	0.9592	6.3096	5.4973	0.3349	0.3426	0.1968	0.4615	0.0767	-0.0322	-0.0311	-0.0745	0.0078	0.0232
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11106.1	1025.2	0.6982	51.1483	25.9983	0.9509	1	9.1421	7.0321	0.3779	0.3605	0.2766	0.521	0.0654	-0.0456	-0.044	-0.0745	-0.0221	0.0122
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10769	655.14	0.6982	20.092	16.5298	0.9241	0.9847	5.9327	4.7885	0.6246	0.6514	0.3577	0.9161	0.1493	-0.0924	-0.091	-0.1593	-0.0299	0.0343
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10597.3	1866.8	0.6982	52.1059	26.3327	0.9443	0.9941	9.2131	7.2265	0.3594	0.3555	0.2619	0.536	0.0567	-0.0404	-0.0391	-0.0724	0.0044	0.0152
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10882.5	1824.1	0.6982	18.5509	15.7886	0.9352	1	5.4146	4.4797	0.6259	0.6225	0.3357	0.9118	0.1618	-0.0882	-0.0844	-0.1697	-0.006	0.0436
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10853.4	1228.1	0.698	27.7782	19.9731	0.875	0.9804	7.3648	5.1527	0.4651	0.4701	0.2669	0.6733	0.1089	-0.0526	-0.045	-0.1054	-0.0045	0.0262
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10663.8	1357.8	0.698	30.5512	20.7765	0.8894	0.9606	6.9068	6.2204	0.2809	0.2963	0.109	0.4914	0.0946	-0.0176	-0.019	-0.0943	0.0582	0.0374
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11060.2	2441.1	0.6979	45.0567	24.8008	0.9205	0.9941	8.9231	6.1686	0.4169	0.4278	0.2035	0.5814	0.0803	-0.0446	-0.0476	-0.0859	0.0022	0.0237
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10759.1	496.32	0.6979	63.7181	32.0625	0.7789	0.9015	10.7607	8.7858	0.4066	0.4112	0.1891	0.658	0.092	-0.0471	-0.0503	-0.0827	0.0011	0.0208
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10402.1	1866.3	0.6979	84.4165	32.8813	0.9812	1	10.7657	9.9661	0.3988	0.3821	0.2652	0.6244	0.0742	-0.048	-0.0457	-0.0924	0.0024	0.0192
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10527	2036.2	0.6977	48.876	25.6054	0.9368	1	9.3592	6.6618	0.3294	0.323	0.1554	0.5998	0.0654	-0.0291	-0.0318	-0.0702	0.023	0.0219
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11410.9	1229.5	0.6976	25.344	18.3071	0.9503	0.9951	6.2148	5.3199	0.6614	0.6755	0.378	1.0297	0.1451	-0.094	-0.0912	-0.1457	-0.0403	0.0268
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11156.5	2293.9	0.6976	85.6891	51.7388	0.4023	0.6128	14.6925	11.4964	0.4197	0.4125	0.1186	0.6467	0.1038	-0.0468	-0.0501	-0.08	0.0429	0.0201
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10490.9	582.51	0.6975	21.5146	17.6535	0.8675	0.9694	6.2371	4.5384	0.5604	0.587	0.1668	0.8435	0.2043	-0.0707	-0.0627	-0.1552	0.0141	0.0461
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10317.9	2105.5	0.6975	27.6142	19.6056	0.9028	0.9856	6.6863	5.5828	0.301	0.297	0.1967	0.4401	0.0639	-0.0214	-0.0263	-0.053	0.0183	0.0176
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10818	705.65	0.6974	54.3524	26.5853	0.9664	1	9.2039	7.5881	0.3617	0.3366	0.2395	0.6961	0.0956	-0.0414	-0.0412	-0.1086	0.0093	0.0209
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10723.1	1418	0.6973	135.9122	45.1984	0.836	0.9265	14.7598	13.0649	0.3304	0.3196	0.2088	0.4708	0.0527	-0.0309	-0.0313	-0.0648	0.0057	0.0133
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10687	1639.2	0.6973	80.8164	32.3129	0.9726	1	10.9879	9.4599	0.4259	0.4296	0.2928	0.5756	0.0562	-0.0449	-0.0453	-0.0815	-0.0129	0.0116
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11367.9	885.25	0.6971	16.6657	15.1401	0.9136	0.9789	5.1245	4.4092	0.4512	0.4483	0.1914	0.6054	0.0942	-0.0429	-0.0403	-0.0879	-0.0042	0.0209
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10102	833.66	0.6971	20.8784	17.8842	0.8203	0.9246	6.0463	5.0395	0.4337	0.4873	0.1214	0.9623	0.2183	-0.0297	-0.0161	-0.1208	0.0413	0.0475
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10916.3	1469.6	0.6971	85.9447	33.9228	0.9385	1	12.224	8.8059	0.4027	0.407	0.2787	0.5134	0.0583	-0.0506	-0.0499	-0.0848	-0.0195	0.0146
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11012.7	1092.6	0.6971	54.7304	28.2157	0.8639	0.9437	9.3101	8.1455	0.334	0.3276	0.2559	0.47	0.0426	-0.0363	-0.037	-0.0825	0.0161	0.0165
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11300.1	750.61	0.6971	25.2371	18.6124	0.9155	0.9839	6.3635	5.3692	0.3931	0.3922	0.2337	0.5888	0.1103	-0.0482	-0.0477	-0.0908	-0.0012	0.0266
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10216.2	1308.8	0.697	62.7959	28.7419	0.9552	1	10.2764	8.0118	0.3055	0.3172	0.1803	0.3841	0.0529	-0.0276	-0.031	-0.0559	0.018	0.0151
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11255	1742.5	0.697	48.8341	27.4396	0.815	0.9111	9.2608	7.5466	0.3106	0.3157	0.2115	0.402	0.0518	-0.0268	-0.0289	-0.0484	0.001	0.0122
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11010.2	1823	0.6969	29.3306	19.9587	0.9253	1	7.2888	5.51	0.5352	0.5194	0.2675	0.8376	0.1739	-0.0722	-0.0727	-0.1344	-0.0257	0.0291
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10546.4	2153.6	0.6968	29.1416	19.8971	0.925	0.9864	6.8734	5.9657	0.3162	0.2889	0.1457	0.5228	0.0963	-0.0204	-0.0223	-0.0767	0.038	0.0295
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10904.5	1947.9	0.6968	54.2518	26.6736	0.9582	1	9.6273	7.4754	0.482	0.4908	0.3301	0.6126	0.0557	-0.0608	-0.0594	-0.0892	-0.0339	0.0145
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10552.4	2267.3	0.6968	30.8609	20.3907	0.9327	0.9942	7.1477	5.5387	0.3366	0.3269	0.169	0.5279	0.0869	-0.0291	-0.0334	-0.0658	0.0307	0.0217
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11108.2	2290.4	0.6967	36.091	22.417	0.9025	0.9822	8.0391	5.6628	0.4665	0.4445	0.1722	0.768	0.1679	-0.056	-0.0532	-0.1144	0.0237	0.0308
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10710.6	1491.2	0.6967	62.6357	28.6816	0.9568	1	10.0765	7.8357	0.4271	0.393	0.2972	0.7138	0.1056	-0.0506	-0.0513	-0.0862	-0.009	0.0152
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11317.7	1438.1	0.6967	70.5746	30.7963	0.9351	0.978	10.4484	9.1502	0.5441	0.5675	0.3806	0.6918	0.0867	-0.0716	-0.0725	-0.1019	-0.0391	0.0127
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11370.9	958.53	0.6967	25.8028	18.7136	0.9259	0.9757	6.2783	5.5769	0.6024	0.6107	0.2951	0.8909	0.1622	-0.0901	-0.0849	-0.1481	-0.0387	0.0317
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10772.6	1052.7	0.6966	55.0929	26.7189	0.9698	1	9.1288	8.0367	0.3966	0.4156	0.1183	0.5481	0.0887	-0.0401	-0.0462	-0.0964	0.0225	0.0253
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11044.9	647.23	0.6965	33.1547	21.1999	0.927	0.9875	7.688	5.9443	0.3514	0.3383	0.2499	0.5187	0.0773	-0.0387	-0.0334	-0.088	0.005	0.0253
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11061.4	1841.9	0.6965	60.7782	30.3696	0.8281	0.9371	11.0851	7.7816	0.3157	0.3245	0.1978	0.4352	0.047	-0.0341	-0.0347	-0.0717	0.0211	0.0187
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10519.3	1202.3	0.6965	30.3461	20.1274	0.9413	0.9853	6.8945	5.7748	0.3044	0.2932	0.173	0.5255	0.0751	-0.0226	-0.0262	-0.0695	0.0288	0.0271
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11156.7	2425.4	0.6965	29.7033	20.0455	0.9289	0.9957	7.1654	5.3986	0.3961	0.4169	0.1958	0.5716	0.0939	-0.05	-0.0481	-0.1101	0.0333	0.0297
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10342	2466.3	0.6964	29.191	20.3797	0.8832	0.9642	6.9102	5.896	0.4103	0.4364	0.1066	0.8867	0.2174	-0.0323	-0.0279	-0.1354	0.0555	0.0572
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10281.5	1678.9	0.6964	66.4053	29.4536	0.9619	0.9994	10.3774	8.1004	0.3513	0.3433	0.2616	0.4972	0.0435	-0.0325	-0.0327	-0.0579	0.0084	0.0123
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10655	1878.4	0.6964	31.495	33.157	0.36	0.6235	10.9872	6.594	0.3423	0.3329	0.2506	0.5706	0.0508	-0.0339	-0.035	-0.0644	-0.0083	0.0109
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10352.7	2573.8	0.6962	28.6067	19.7541	0.9212	0.9828	6.9185	5.736	0.4733	0.4896	0.1996	0.6868	0.1217	-0.0594	-0.0651	-0.1088	0.0187	0.0302
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10480.5	2020.3	0.6962	16.1917	15.0861	0.894	0.9752	4.9651	4.4306	0.648	0.6986	0.1748	1.0141	0.269	-0.084	-0.0937	-0.1575	0.0172	0.0482
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10493.3	993.13	0.6961	20.9175	17.128	0.896	0.981	5.932	4.7535	0.3716	0.3467	0.1768	0.5659	0.1099	-0.0284	-0.0258	-0.0842	0.0288	0.0301
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11098.6	1026.9	0.6961	41.5894	23.5684	0.9409	1	8.4518	6.2619	0.3709	0.367	0.2394	0.5247	0.0612	-0.038	-0.0416	-0.071	0.0256	0.0198
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10659.6	2495.7	0.6961	33.9784	21.9589	0.8855	0.976	7.705	5.946	0.3766	0.3827	0.1158	0.6793	0.1559	-0.0418	-0.0378	-0.1273	0.0298	0.0411
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10505.1	2605.3	0.696	34.216	22.7449	0.8311	0.9394	7.685	6.3159	0.3867	0.4069	0.0866	0.8518	0.2157	-0.036	-0.0358	-0.1515	0.0681	0.0536
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10599.3	2508.6	0.6959	34.9799	23.0846	0.8249	0.9404	7.655	6.5255	0.3646	0.3621	0.0735	0.7977	0.1845	-0.0215	-0.0152	-0.1053	0.07	0.0448
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10265.4	486.72	0.6959	58.7561	27.7031	0.9621	1	9.8057	7.6658	0.454	0.462	0.3116	0.5844	0.062	-0.0598	-0.0616	-0.0912	-0.0098	0.015
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10960.6	1072.7	0.6959	29.4965	20.2823	0.901	0.9789	7.0531	5.2723	0.3148	0.3228	0.1319	0.4708	0.0763	-0.0279	-0.0361	-0.0751	0.0428	0.03
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11044.9	1612.7	0.6958	49.8078	27.9934	0.7987	0.9087	9.7266	7.6605	0.3653	0.3703	0.2663	0.447	0.0429	-0.0381	-0.0397	-0.0696	0.0069	0.0166
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10537.2	2589	0.6958	22.7166	17.5502	0.9268	0.9865	5.9653	4.9739	0.5423	0.5263	0.1005	1.5825	0.2997	-0.0526	-0.0497	-0.1631	0.0369	0.052
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11248.2	1432.1	0.6958	92.449	37.6475	0.8197	0.9214	12.6433	10.5936	0.4849	0.4893	0.3242	0.6642	0.0733	-0.0663	-0.0665	-0.0971	-0.0294	0.0145
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10884.2	1778.5	0.6958	42.4959	23.3768	0.9772	1	7.7703	7.1705	0.3001	0.296	0.1898	0.3809	0.0417	-0.013	-0.0162	-0.0412	0.0268	0.0158
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11482.4	1225.7	0.6958	32.6123	21.7817	0.8638	0.9702	7.6042	5.5036	0.2936	0.313	0.1231	0.4798	0.0904	-0.0171	-0.0212	-0.0733	0.0554	0.0355
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10265.1	2157.7	0.6958	25.0837	18.8687	0.8854	0.9732	6.8652	5.0406	0.4499	0.4221	0.2087	0.724	0.1491	-0.0577	-0.057	-0.1231	-0.001	0.0309
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11453	1436.7	0.6958	21.9499	17.9528	0.8558	0.949	6.3762	5.0789	0.4378	0.4483	0.2003	0.6306	0.1236	-0.045	-0.0429	-0.0837	0.0017	0.0237
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11046.1	1896.8	0.6957	24.8187	18.424	0.9188	0.9912	6.6157	5.2994	0.4691	0.5225	0.081	1.3996	0.3201	-0.037	-0.0238	-0.1729	0.0599	0.0619
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11235.3	1759.3	0.6956	32.0367	21.417	0.8777	0.9661	7.6989	5.7407	0.4879	0.4933	0.2896	0.6599	0.1129	-0.0725	-0.0682	-0.1178	-0.0141	0.0253
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10143.6	471.54	0.6956	65.1809	29.4567	0.944	0.9972	10.3795	7.6273	0.4488	0.4318	0.2189	0.8018	0.1224	-0.0557	-0.0556	-0.1148	-0.0012	0.0244
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10352.6	949.56	0.6956	20.0342	16.7929	0.8928	0.9615	5.6241	4.9051	0.4858	0.499	0.2158	0.8876	0.1584	-0.0658	-0.0494	-0.1758	0.012	0.0473
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10227.3	1568	0.6956	79.3401	31.9312	0.9779	1	10.6627	9.7673	0.3078	0.3084	0.1617	0.4516	0.0407	-0.0303	-0.0322	-0.0638	0.0257	0.0179
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10649.5	1245.6	0.6956	52.179	26.5724	0.9286	0.9917	9.5387	7.1598	0.5843	0.5996	0.329	0.7878	0.0864	-0.0733	-0.076	-0.0967	-0.0321	0.015
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10969.6	1586	0.6955	111.4211	38.1303	0.963	0.9983	13.1012	10.577	0.3376	0.3228	0.2469	0.6019	0.0678	-0.0392	-0.0383	-0.1064	0.0097	0.0165
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10335.4	539.28	0.6955	48.6694	27.7043	0.7968	0.9044	9.2313	7.7593	0.5494	0.5457	0.4345	0.6983	0.0569	-0.0732	-0.0732	-0.0929	-0.0303	0.0102
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11123.6	762.12	0.6955	41.4942	23.7174	0.927	0.994	8.6574	6.1885	0.3773	0.3636	0.2911	0.5097	0.0553	-0.0478	-0.044	-0.0762	-0.0169	0.0163
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10644.4	1019.6	0.6955	43.7044	24.3994	0.9225	0.9852	8.649	6.8408	0.3402	0.3422	0.1193	0.4803	0.076	-0.0179	-0.0222	-0.0564	0.0386	0.0236
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10395.5	972.13	0.6954	38.4638	22.7962	0.9301	1	8.1333	5.7103	0.4738	0.4709	0.3034	0.67	0.0661	-0.0541	-0.0545	-0.0795	-0.0181	0.0141
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10178.7	962.57	0.6954	23.7566	17.807	0.9415	0.9862	6.1732	5.0948	0.4577	0.4962	0.1934	0.6915	0.151	-0.0517	-0.0581	-0.1099	0.0291	0.0376
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11541.6	2399.6	0.6954	27.8368	19.4528	0.9244	0.9847	6.6966	5.7823	0.4663	0.4787	0.1165	0.9186	0.2308	-0.0364	-0.0278	-0.145	0.042	0.0509
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11376.8	1536.1	0.6954	58.4629	27.8964	0.944	0.9959	10.016	7.8058	0.3924	0.3871	0.2593	0.5849	0.0707	-0.041	-0.0389	-0.0901	-0.0033	0.0179
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10471.7	1208.9	0.6954	92.3075	34.4193	0.9791	1	11.337	10.5235	0.3533	0.3532	0.2118	0.5494	0.0632	-0.032	-0.031	-0.0809	0.0114	0.0171
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11134.2	683.23	0.6954	33.8078	24.0256	0.736	0.8888	8.0657	6.3577	0.4119	0.3669	0.2797	0.6612	0.1073	-0.0506	-0.0503	-0.09	-0.0097	0.0188
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10308.2	948.67	0.6954	58.0663	29.6246	0.8314	0.9236	9.8486	8.2097	0.5046	0.5005	0.3487	0.7317	0.0844	-0.0643	-0.0667	-0.1093	-0.0311	0.0152
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10582.4	853.19	0.6953	29.3528	20.0787	0.9149	0.993	7.2961	5.7851	0.3404	0.3423	0.2164	0.4248	0.046	-0.0285	-0.0267	-0.0718	0.0162	0.0206
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11206	1263.3	0.6953	34.1814	21.3509	0.9423	0.9958	7.4615	6.1511	0.6472	0.6687	0.2449	1.2303	0.1993	-0.0935	-0.0967	-0.1541	-0.0179	0.031
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11079	702.1	0.6953	58.0297	27.5415	0.9614	1	9.8428	7.6954	0.3302	0.3371	0.2375	0.4024	0.0358	-0.0303	-0.0318	-0.0494	0.0096	0.0105
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11283.9	1076.7	0.6952	25.0193	18.4008	0.9286	0.9867	6.6136	5.2659	0.3271	0.3302	0.2369	0.4021	0.0389	-0.0372	-0.0415	-0.0681	0.0134	0.0194
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11404	1737.2	0.6952	33.789	25.409	0.6577	0.8249	8.1613	6.8331	0.31	0.3211	0.1644	0.4144	0.0553	-0.0244	-0.0282	-0.0497	0.0291	0.0187
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10995.2	552.25	0.6951	67.2248	29.685	0.9587	1	10.2822	8.3634	0.3906	0.3745	0.2765	0.5098	0.0571	-0.053	-0.054	-0.0881	-0.0207	0.0147
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10525.6	2437.6	0.6951	41.33	23.9448	0.9058	0.9865	8.813	6.0278	0.3248	0.3215	0.1986	0.4947	0.0699	-0.0294	-0.0287	-0.0654	0.0105	0.019
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10794	1218.5	0.6951	81.1364	32.4544	0.968	1	11.2504	9.5477	0.3628	0.3594	0.2173	0.594	0.0665	-0.0423	-0.0401	-0.0949	-0.0046	0.0163
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11443.6	2314.7	0.695	32.4255	21.9877	0.8428	0.944	7.505	6.1699	0.4255	0.4228	0.1032	0.9347	0.2186	-0.0351	-0.0215	-0.1546	0.0668	0.0564
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10324.2	2428.5	0.695	36.8812	24.0342	0.8023	0.9254	7.8046	6.5728	0.3977	0.2999	0.0684	0.9347	0.281	-0.0221	-0.0128	-0.176	0.0776	0.0615
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10694	915.33	0.695	19.8067	16.3771	0.928	0.9868	5.512	4.9191	0.3592	0.3479	0.2537	0.518	0.0783	-0.0349	-0.0358	-0.0636	0.0097	0.0173
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11169.4	1943.2	0.695	30.9329	21.0475	0.8775	0.9672	7.4797	5.4113	0.4348	0.452	0.1638	0.79	0.1658	-0.0543	-0.0568	-0.1372	0.0322	0.0422
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10510.7	2601.2	0.6949	34.6834	22.2496	0.8804	0.963	7.534	6.2396	0.4244	0.3771	0.065	1.0649	0.2695	-0.0378	-0.0381	-0.1515	0.0778	0.0598
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11046.7	1098.5	0.6949	24.537	18.6182	0.8895	0.9703	6.4572	5.0771	0.3977	0.393	0.1688	0.6023	0.1261	-0.0437	-0.0432	-0.0988	0.0095	0.0318
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10183.1	937.88	0.6949	55.5499	27.2319	0.9413	1	10.0139	7.2482	0.3405	0.3357	0.156	0.477	0.0666	-0.0273	-0.0307	-0.0565	0.0214	0.0156
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10370.1	1479.2	0.6948	18.8971	16.0941	0.9168	0.9827	5.5485	4.544	0.4604	0.4429	0.1458	0.7727	0.1683	-0.0515	-0.0499	-0.1284	0.0199	0.0429
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10428.5	2445.8	0.6947	54.0254	29.7622	0.7664	0.8898	10.1985	7.6753	0.3648	0.3587	0.1021	0.541	0.0857	-0.0328	-0.0349	-0.0897	0.0236	0.0257
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10582.8	2477.3	0.6947	31.8555	20.8621	0.9198	0.9775	6.9883	6.166	0.3029	0.2958	0.1051	0.5474	0.1207	-0.0186	-0.0148	-0.0904	0.0556	0.0357
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10167.8	599.97	0.6947	55.2663	29.1953	0.8148	0.9158	9.303	8.475	0.3501	0.3422	0.2592	0.5674	0.0548	-0.0302	-0.0311	-0.0751	0.0309	0.0176
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10671.3	2091.6	0.6946	47.2884	24.7784	0.9679	1	8.4068	7.3305	0.317	0.3128	0.1352	0.4123	0.0545	-0.0225	-0.0238	-0.0506	0.0334	0.0159
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11011.1	1700.4	0.6946	34.463	22.1316	0.8842	0.9722	7.9658	5.5671	0.3738	0.3804	0.2063	0.5027	0.0638	-0.0415	-0.0406	-0.1072	0.0075	0.0227
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10288.9	1148.9	0.6944	26.1608	19.9514	0.8259	0.9765	7.6919	4.3241	0.4411	0.4349	0.3035	0.5875	0.0714	-0.055	-0.0545	-0.1016	0.0112	0.0271
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11096	2365.1	0.6944	54.46	27.0167	0.9376	1	9.8061	6.9713	0.3534	0.3355	0.2063	0.5395	0.0825	-0.0379	-0.0426	-0.081	0.0226	0.0204
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10816	1716.2	0.6944	52.6593	27.8104	0.8556	0.9363	9.4386	7.2999	0.5039	0.4925	0.3466	0.6643	0.0594	-0.0626	-0.0644	-0.0956	-0.0207	0.0163
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11233.3	1563.3	0.6943	64.2662	28.877	0.9685	1	9.6203	8.8288	0.4474	0.4475	0.3417	0.5756	0.0539	-0.0476	-0.0474	-0.0691	-0.0225	0.0107
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10461.6	1488.6	0.6943	133.2245	41.38	0.9777	1	13.8012	12.7203	0.4323	0.4601	0.222	0.635	0.1052	-0.0523	-0.0561	-0.0878	0.0055	0.0214
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10236.5	1483.1	0.6943	109.3096	37.7595	0.9634	1	13.1519	10.4237	0.3608	0.3562	0.1619	0.5623	0.0678	-0.0412	-0.0426	-0.0893	0.0072	0.0203
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11255.7	1370.1	0.6943	21.4462	17.1591	0.9153	0.9803	5.7977	5.0575	0.3662	0.3581	0.2267	0.5046	0.0758	-0.0415	-0.0462	-0.0945	0.0207	0.0274
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	11486	2185	0.6943	21.6149	16.9484	0.9456	1	5.9233	4.7233	0.4761	0.5017	0.1809	0.8271	0.1759	-0.0576	-0.0517	-0.1235	0.0375	0.0422
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10562.4	1774.5	0.6942	34.6131	22.2868	0.8757	0.9822	8.0791	5.4758	0.377	0.4037	0.1358	0.5066	0.098	-0.03	-0.0361	-0.0757	0.0198	0.0275
SLD_0000404.vsi - 20x_01	PathDetectionObject		S1	Polygon	10817.2	2023.2	0.6942	61.4507	28.3198	0.9628	1	9.8735	7.7916	0.3485	0.3417	0.2432	0.4931	0.0515	-0.0372	-0.0384	-0.0752	0.0173	0.0177
